Sn,Date,Reviews,Refund,Serial,Sales
34246,04-Mar-18,"1 star is still a high rating for a place like this. Management at this place is a joke very rude and unwilling to help after you have already bought your car. Gabriel Martinez is the worst car salesman I have ever had if you for some whatever reason find your self here do yourself the favor of using someone else I wish someone had given me that advise very rude and disrespectful. Mr Martinez helped my girlfriend and I buy a car he quoted us 3,000 less then what my final price actually was. He said if I put 4K down my final price out the door would be 15k after putting an additional 3k down my price was still 15k after signing the contract I realized the mistake and went to go approach and talk to him about the issue. In my hand I also have the original agreement in his handwriting of the deal he made with us when I approached him he was very rude and disrespectful and unwilling to admit to his mistake asking me ""if I knew how to do math"" obviously I do that's why I was there it doesn't take a rocket scientist to figure out when your being robbed. He then proceeded to take me to his boss which I'm guessing runs this poorly managed lot and that was even worse because he wouldn't even acknowledge what I was saying. His counterarguments were ""I didn't drag you in here you came to us"" and ""I should stop complaining because I'm going to make my girlfriend feel bad about the deal and I should be supporting her instead"". Who in the world is he to tell me that? These individuals have no integrity or customer service values needed to run a successful business. I acknowledge I signed a contract and it's final all I wanted was an explanation as to what happened to my 3k extra down payment and all I got was a bunch of insults and run arounds. To anyone who reads this I advise you to just go somewhere else I will never be back here and I hope everyone gets to read this and spread the word.",6,49,271
34369,08-Dec-17,"My in person experience was great, I was able to test drive the Honda and after working out the numbers, we all agreed that I would need to save a little more and increase my score a little more to get the payment that I wanted. I left in good spirits and was planning on reaching out to the salesman that assisted with me a couple months down the road. Today, 12/8 I receive THREE calls back to back from 619-474-6431, I was at work so I did not answer but after the third call, I answered just in case it was a family member. I disconnected the call because I cannot talk while at work and then received an email from a salesman at 619-647-4217 that states ""Nicole, if you're no longer in the market for a car let me know. We can remove you from the follow up list. You inquired and came to see some civics. You were interested in a car so we follow up to see if you're ready to make a purchase. You can reply here and I can remove you from the follow up list. Works better than hanging up the phone. Let me know, thanks!"" I was fine with his initial text but he stated ""works better than hanging up the phone"" and then made me angry as I was at work and in sales and typically, it is respectful to call once and leave a voicemail. I told him I'd never want to work with a pushy salesman and I didn't answer cause I was at work, (I didn't even have to tell him that, it's none of his business but I'm respectful.) He then responds to me completely out of line, ""Between me and you if you hvnt bought by now... is for a reason. Just wanted to close out your info to make sure to not call anymore. If u don't answer I obviously dont know why that's why I leave a message for all I know you may HAVE HAD RECEPTION BECAUSE OF CRICKET SERVICE (what???). I don't know thats why I confirm. As I confirm that you hvnt bought a car and are not in the market anymore so will close out your info. Now no one will call you for that same inquire. I wouldn't want to work with a pushy sales people either or customer who can't really buy. Have a great day :)"" I'm in sales and customer service myself and this is extremely unacceptable. I am disappointed and now will never go back to this dealership due to the lack of unprofessionalism that I experienced. He is clearly upset because I would not give him the time of day and he went from being ethical and talking to me appropriately to talking to me like I'm some kind of friend of his. I will be reaching out to the general manager and am planning on writing reviews on every social media platform that I can get my hands on. ",6,49,623
34391,24-Feb-17,"We wanted $5500 for our Lexus trade in having been offered $7000 by Frank Hyundai.  Mistake was not going to CarMax.  Ball Kia offered $3300 and fought back and forth for an hour before offering $4550.  Then the salesman, Jerry Rivera, tricked and lied to us by saying we had to pay $1295 for a special alarm because they had to go to Carlsbad to get the car and it had it on it.  Basically they ended up paying $3300 for our trade in and charged us the balance for a useless thing we didn't want which wasn't on the car after all and they installed when they brought it to their dealership.  Very upsetting and disappointing.  It also didn't have the pinstripes and extra piping on the door to avoid scratches as advertised!",6,49,-1
34405,01-Nov-16,"Terrible service, and because I'm being judged on the condition of my car (because it has cosmetic damage from an accident) and myself, they act like they don't want to help me. And I feel they are assuming that I don't want to pay, which is strange when I already dropped about $200 a week ago, and they barely touched what was needed. I understand its a Honda dealer and the prices are not going to be cheap, but the prices should be fair and reflect the year/model of the car...its a civic for goodness sake. I was hoping to get quality service since it is a dealership, and instead I've gotten crappy customer service, no follow up, inconsistency with paperwork, misleading information. And still my car isn't fixed!! This was a no brainer- I show up with my car in the condition it is in, usually I get a laundry list of things to do and quotes so that I can have it fixed. Since Ball Honda is closer to me, I figured it will be easier for me to have my car repairs done there, and I wont have to stall any longer on getting my car fixed.
I chose to go to this place over Pacific Honda, because it was closer and more convenient for me to get to. I was hoping to get some parts covered on my existing warranty and then pay for the rest of the damages that my car has. They haven't bothered to go over any of the additional items that need fixing and replaced, which for a supposedly reputable car dealership is pretty strange. They dont want my business, which is unfortunate and looks bad on them. Thanks for judging and discriminating towards me, I really appreciate it.",6,49,-1
34428,24-Jun-16,"This dealership lost one key transponder for our new Honda.  First we were told the key was misplaced, and then they said it was secured in a mechanic's locker for the night.  The next morning they admitted it could not be found.  We asked that the new car be reprogrammed and two new keys be provided.  They agreed and kept our car for over 4 hours (we were told this was a 40 minute procedure.)  They said they would deliver the car to us.  Then they said they had no one available to deliver the car.  We went to the dealership and they tried to give us two keys.  Unfortunately, they were the same transponder code - meaning they did not reprogram the car... they simply did what was cheapest and easiest for them.  The made us wait hours to add to their ruse while they simply made a single duplicate key. To add insult to injury we were chased to our car and yelled at by a sales manager telling us to take the car.  He screamed four times that the car was ours and he was going to leave it on the curb (they have possession of both the car and the keys.)  Then he threatened that he would ruin my 87 year old mother's credit.  I informed him that she (a widow) had paid cash.  He said we were taking this (our simple key issue) too far.  We bought a 7 year warranty and all other recommendations with this dealership.  Within a full 24 hours of the purchase, we know this is not a company with whom we wish to do business.  They are dishonest, unethical and a little frightening.  My mother feels uncomfortable and doesn't wish to return for service or anything else.  The Ball Honda sales management turned a joyous experience for my mother into a terrible nightmare and it's still ongoing.   ",6,49,105
34437,22-Mar-16,"We took our Suzuki Forenza to this place trusting that they know what they were doing, the shift stick gear was locking, the backup lamp wasn't working and just that day the check engine light in dashboard had turned on, they told us that just for inspection and diagnostic they would charge $115.00 and we agreed on. We left the unit in the afternoon around 3:00 pm,  next day I received "" in my cell phone""  the call from Jose, the assigned mechanic to check the car, he told me that the check engine light was due to the gas cap was lose, he would charge me the $115.00 for that issue, I  told him that was abusive and he told me that he had to run a lot of test to come with that result, an experience mechanic or agent could know that, lose gas cap is the most usual issue for check engines lights comes on, most yet, when cars are owned by women that they haven the same pressure to tie a cap like men. Even thought the lady who received the car the prior day told my girl friend all issues (3 diagnostics) will be covered with the $115.00 Jose told me that to check the other two issues will be $230.00 dollars more, I felt ripped OFF but I had not other choice. That day around 1:30 pm finally Jose called me at ""my cell phone"" again and told me that there were a switch that controls the back up lights that had to be replace, I told him the the principal problem that we want to fix were the shift gear stick locking itself and he assured me that switch could be the problem, at the end he charged me 496.00 for the whole thing and he was making me a favor of not charging me for the labor of replacing that switch. I say he charged me because he was the one giving me the prices. He started checking the car around 11:00 am, I received the first call around 11:30 am, by two o'clock the car was ready for pick up. that same afternoon we went for it and my girl friend stop at the market for some groceries, and what happened? When she tried to put the gear the shift stick still were doing the same locking thing, by now who ever is reading this nightmare must be tired, so, resuming, we took the car back to them on Tuesday and what happened, after back and forward, they FOUND last friday that the whole shift gear had to be replaced witch will be other 260.00 dollars and they are making the favor of not charging for labor. today, one week later I found a message in my house line answer machine from yesterday, the car was ready for pick up. We asked them to call us to our cells, we asked we work all day long, every time that we were there they wrote in work order our cells numbers, at the end of the day are ending paying 756.00 plus almost two weeks without car for a problems that could be repaired if they were more efficient.  


  ",6,49,-1
34524,10-Aug-13,"Well after my horrible experience at another honda dealer near my home I wanted to deal with the o-so friendly guy kevin :0) he said he can work us a smoking deal we met him in our car search so we decided to go back to national city to have them sell us the car we have researched and saved to buy for 6 weeks. We pulled up, guys jerry and jerry took us for a test drive and drove us back into kia. We told him several times we are pre approved from my own bank and need to do is make the deal :0). We were only told they would not help us and can sell us a car for 15 thousands?? We have preaproved funds at our bank we reminded him of this 5 timed he basically called us liars and repeated he would NOT get us in the car we came to buy.  We left walked over to honda talked it out with Tony and Mike were at least kinder. But was only willing to push us into a used 40 thousands mile pilot with body damage and cracks but yet still giving us a quote of 30000? For a used car wow... they had a white 2013 on the lot and remember we have 29000 to 30000 of my own money and they also refused to work the numbers on the pilot marked at only 30000. I had two awful experiences went home in tears spoke to my bank on sat they said dont go back to honda your loan is golden and you have nothing to worry about and we are :0 (. Sooooo disappointed in honda national City!",6,49,288
34600,12-Mar-12,"My experience with everyone I mentioned was exceptional; with the exception of the sales manager Mike Vallarelli. He was a complete idiot. He would not even acknowledge what I was asking him; in fact he told me either I was going to purchase the vehicle his way, or he was not going to sell it to me! I was irate for his total lack ,of people skills,and quite frankly somewhat amazed that he would let me walk without making the purchase. When I told him fine than I wouldn't buy the car, he put a gentleman named James Dunning on the phone. Mr. Dunning tried to make excuses, that possibly Mike didn't understand what I was asking him, and apologize for Mike's lack of professionalism, and courteousy, but my mind was already made up about him he was a total JERK. Only because of James, Dave, and Kevin I purchased the vehicle. I will never do business with that other gentleman Mr. Vallarelli again, if he is the only sales manager that I must deal with, this will be the last vehicle I will purchase at Ball. If you have any questions about my experience with Mr. Vallarelli, please call me at (619)654-1084, and I will be very happy to tell you excactly how he treated, and disrespected me and my wife. Thank you for everyone else who helped me, they were great. It is unfortunate that I was compelled to rate my experience at Ball with the lower marks, but it was because of the major ordeal with Mr. Vallarelli that drug all the other marks down. The survey asks for overall, and unfortunately he had such a negative impact on my experience at Ball that it greatly affected the overall rating, sorry but I had to be honest and I told James Dunning that I was going to give the dealership poor marks because of that JERK, Mike Vallarelli.",6,49,112
34602,09-Mar-12,I used the Costco program and I was never even asked for my Costco card. I was not shown a sheet that showed a Costco discount instead they told me some formula used on CPO cars.  Once the papers were signed I was sent on my way with out being shown how any of the technology on my car worked. I was not given an owners manual or even a tank of GAS! They gave me the car with just enough gas to get home! It was awful.  I won't go back.  Oh I am a single woman and I guess they felt they didn't have to treat me very well. ,6,49,1082
34632,14-Sep-11,"I had emailed to get a quote on a new Kia Sportage.  We decided to test drive and if we liked to purchase.  Frank said if he was not available to ask for Jennifer.  When my husband called both were out but there would be someone to help us and the car was still available.  

We arrived at the Kia dealer and the first red Sportage they showed us was not the car with the quote but they would find it for us. We could test drive this one. After 2 tries at trying to get the car started the salesperson gave up and went to look for another Red Sportage which was on the Honda Lot.  We took that out for a quick test drive. The car was ok and had plenty of room. 

When we got back the salesperson kept saying this is not the car from your quote we can't find it but we will.  So we waited and I was getting very irritated at this point.  What poor service all around.  Then the salesperson said he would check on the price we could get this sportage but he would have to see his manager.  OK now we have to play the stupid manager game.  He came back with a quote of $22995 which we had a internet price on a similar vehicle for $21,695.  Now I know I asked for a $24,400 red Sportage but he said there was no way the would sell a $24,400 car for $21,695. He said the internet departments only job was to get customers in not to quote them. Excuse me didn't it say get a quote right online?  

Well we just walked away. Went to Nissan, purchase a cute little Juke and drove away in our $24,000 car.  

The bottom line here is we were willing to go to $22,00 but did not want to play the game.  You lost a customer and you lost any of our future business.  It is really true what they say about a happy person really doesn't share with that many people but someone that is unhappy shares with many. So no I won't be buying a car from Ball Automotive Group and I sure won't be recommending them to anyone.
",6,49,38
34641,02-Jul-11,"Referred to your dealership by COSTCO and was expecting costco prearranged pricing for the car I was looking for. Test drive went fine, Jose was very helpful in the process. We sat down while Bernard was attempting to locate the car we were looking for. When I asked what the costco price was for the car I was interested in, he told me that the costco pricing for the CRV had been ""cancelled"" due to high demand and low inventory brought on by the Japan tsunami. If I had known their was no costco pricing, I would never have driven across town to your dealership when there is one practically in my backyard here in Chula Vista. Great Bait and Switch tactic. When I called Costco why they sent me to a dealership whose prearranged pricing had been ""cancelled"", they were just as confused because they were not aware of the ""cancellation"". I think Ball Honda was just trying to squeeze a little bit more profit. Well good luck because you will not see me in your dealership again (plus I will tell as many friends and neighbors about your scam).",6,49,150
34652,07-Apr-11,Went in to purchase a 2011 Sorento SX and was told I would get a call back the following day about financing options and my trade in.  Never got that call or email after a week so I decided to go to a different dealer where I was treated right away and fully taken care of.  Once again Mile of Cars lives up to their reputation.,6,49,201
34655,01-Apr-11,"My wife and I were going dealer to dealer looking for a new car since I got in an accident and my car was totaled.  We finally came to Ball Honda and fell in love with the 2009 Honda Fit!  It really is a great car.  It's not so much that the people are messed up directly to your face here at this particular dealer, it's just that there are people there who seem to have no pride about their work.  Rich Reinbach was a manager and he was actually very caring, but I don't envy his job at all.  He works with people who seem to either have no integrity or are so blind to their incompetence that they just keep working there with no problems.  There were a number of issues we had with this dealer that made us furious and my wife normally does not get angry easily.  First of all, the sales person was ambiguous on which car we'd actually be driving home.  Minor, but these things add up.  When we went inside the room to sign papers, we asked that we change the credit card to be swiped because we remembered that that card was near its max. We wrote the new credit card info on the paper and he said he'd take care of it. The guy ended up swiping the wrong card anyways causing us to have to pay a overcharge fee.  The dealer didn't do anything to compensate.  Then when we drove the car home, the antenna on the car was missing and I noticed that there were some paint chips near the door handle.  The detailing on the car was poor quality too.  At this point, my wife is already regretting we came to this dealer.  I call the dealer and he says to come by and pick up the antenna and tries to tell me that we don't really need.  The radio would work out without it.  I listen to mostly AM radio stations, and I do NEED it!!!  That day I'm supposed to drive there ( I swear I'm not making this up) my battery dies!  I realized that my headlights were on for about an hour accidentally.  But this should be a new battery!!!  How could the battery die within an hour of the headlights being on!!!!  So I take responsibility for that, but my suspicion was that the battery was not as new as I thought.  I call the dealer to explain all that's happened to us, and all he says is...   ""Come in for a free car wash!!!""  I DONT'T WANT A FREE CAR WASH!!! I want compensation for the overcharge fee on the credit card and a car that has all the accessories on it when I purchase it, scratch free with a brand new battery!!!!  You already failed on that.  He made no further attempts to appease me and I never heard form the dealer again.  We regret coming here.",6,49,-1
34657,21-Jan-11,"Agreed to price on Jan 2nd and was car was FINALLY ready for delivery Jan 11th!!

Car was NOT COMPLETELY DETAILED and showed a lack of ""Attention to Detail"".  Body shop also demonstrated a lack of ""Attention to Detail"" by not correcting ""agreed to"" paint damage.

Another salesman was not totally truthful when questioned about which fluids & filters had been replaced.  And a sales manager tried to convince me a large dent on the roof (close to the moon roof) was there upon agreement to buy?  Both were wrong!

Was told 4 times the car was ready for pick-up...and it WAS NOT.

I would recommend the dealership to others, but only if they contacted Chuck.

",6,49,38
34663,26-Sep-10,I went to Ball for a surging idle. I had to pay them $75 to diagnose the problem. They said it was a idle air control valve problem. Seemed like a simple repair. I had changed one on another of my cars in the past and it was an easy job. They quoted me over $750 to change a part held on by two screws near the top of the engine! Unbelievable! I went to a private repair shop and they charged just over $150 total for the part and everything. They also addressed a rear brake issue that Ball overlooked. Would never waste my time at Ball Honda again... they are ripoff artists!,6,49,44
34664,02-Aug-10,"
They replaced my transmission and the car never ran the same again. I lost power, torque, and acceleration. Made an appt and this guy with nerdy black glasses started and giving me an attitude and wanted to charge me for even inspection the mess they did on my car. Every time I tried expaining him the problem he tried to let me believe that I was just nuts and that there was nothing wrong with the car. This guys was a complete you know what! I'm never buying acura again, I'm never buying honda, I'm never going to these crooks that they don't even know what they are doing. WARNING, stay away from this dealer!!!!!!",6,49,-1
34665,15-Jul-10,"A salesman got me into buying a Civic from them, they were very helpful that time (of course!). 55K miles later, my check engine light went on, they just erased it and said nothing is wrong. Additional 20K miles later my engine started to surge and hesitates.. I know how engine works and have a service manual myself, I asked them to take a look at it and specifically check the sensors (Oxygen) and timing belt since I hade the belt replaced recently. I even told them I'm willing to spend money just to have it fixed. They said nothing is wrong and it's working normal. I did my own research and had all the other things that may cause the problem fixed first (cheaper first).. my last on the list are O2 sensors and timing belt since they cause more.. +5K miles later my check engine light went on and I WAS CORRECT! It was the O2 sensor!! I was very disappointed because if they did test my sensors (which I told them) for continuity and resistance, I could have replaced it first and save me some money! But I was wrong in trusting them and looked the other way because the dealer says they are fine! Now, the best part.. I called Parts Department to check availability and pricing for O2 sensor, they quoted me for $330, I asked them why is it expensive because Honda at Lemon Grove is offering it for $223 dollars, the guy just said Ah!, we're different company"", and hung up! Didn't even bother to see if I could get a discount!... I'm fixing my car by myself because they can not fix it in the first place, and now I get this treatment?...Fine then.. I'm almost done paying of my car.. my next buy would be a Honda Accord and it will be from Honda at Lemon Grove! (I've seen a lot of good reviews on them)... never will I come back to Ball Honda...",6,49,-1
34666,23-Sep-09,I purchase my first brand new car here at Ball Acura. Of course they are NICE??? They are trying to sell you something right? After my purchase they are like a two-faced clowns. Just to get to the point. I got my wallet stolen out of my car by a sales men and the receptionist gave three stories how it was found. TWO days later???? They found my wallet with my money MISSING.,6,49,-1
34668,26-Jun-08,"I bought a 2007 honda civic ex thinking I was upgrading my 1999 honda crv and it turns out I was wrong.  I had nothing but manufacturer defects (about 4 so far) and when I came in to get help in fixing a crack rim they were unhelpful and gave off the impression that it was not their problem. They told me that since it was an after market product it was not their concern, but it was utterly ridiculous because everything from that car was bought from the dealership.  I was outraged for their lack of concern and I wanted to be understanding because I naively thought that Honda takes care of its customers.  I was obviously wrong because I sat in that dealership for THREE hours waiting for some kind of result and I came out there only gaining a huge headache for my problems.  It took my initiative and complaining the next day to see any results.  I highly advise anyone interested in a Honda to not go through this dealership.  ",6,49,-1
34669,26-Jun-08,"I wanted to upgrade my 1999 honda crv, so I bought a 2007 honda civic ex.  The car was beautiful, but after a year and 3 months I feel that I have been down-graded to a lemon.  I have had 3 manufacturer defects and they just sent me another one in the mail, so now I have to see if that concerns my car.  I also have a cracked rim, so I went to the dealership to get it fixed.  I was willing to pay for a new rim or to get it fixed, but when I went to the service center to get helped I was treated like a child and sat there for 3 hours with nothing but a headache for my troubles.  They offered no suggestion what so ever to help me fix my problem.  They passed me on to the manufacturer and that would have been fine,except it took my initiative and my complaints to get anything done.  I DO NOT RECOMMEND THIS DEALERSHIP!",6,49,-1
34670,09-May-08,"I took my 2005 civic, which was under warranty, to them to replace my brake pads. After they were replaced, I noticed a squeaking, so I took it back. They said it was nothing. Then I took it back again, and again one more time. They said it was normal. So, I waited. 
Now, a year later, I'm not under warranty and have had to pay over 700 bucks because these guys screwed up my brakes and decided to tell me that it was nothing.",6,49,262
34672,20-Apr-04,Service on a 1999 prelude was horrible,6,49,74
34673,22-Aug-03,The are horrible in taking care of customers.,6,50,-1
34674,24-Feb-20,"My wife and I purchased a 2017 used Certified Pre-Owned LX 570 sight unseen. We were moving from Hawaii to Albuquerque, NM and needed a car to drive our family from CA to NM when we landed. Because of the reputation Lexus and Lexus Certified Pre-Owned vehicles have, we purchased it sight unseen. We landed in CA got a ride from a family member to the Lexus dealership to pick up our new vehicle. Literally walked around the vehicle for one minute, went in and signed papers. Moments later drove it across country. When we got to NM I had to wash the vehicle and this is when the issues arouse. The car had significant repairs to both back and front bumpers (never disclosed). Whoever covered up the issues used a slightly off colored paint, painted over the parking sensors, over spray on the taillights, mud flaps, and luggage protectors. The texture is horrible, when you get underneath the car you can see paint drips from excessive paint. On the front of the car, the same exact issues, paint over the parking sensors, paint on the accent lights and a cracked grill. Lexus of Santa Monica refuses to make this right. They will not cover any of the costs to get it corrected, rather they want me to drive to CA and maybe they will take care of it. I am stuck fitting the bill for something that Lexus should have corrected immediately.

This is just the beginning, the windshield wipers were not adjusted correctly and were hotting the windshield pillar, there are massive transmission issues that have creeped up, and the tailgate does not lift automatically. Yes these items can be corrected over warranty, but the underlying story is that the Service Department did not do their jobs or did them extremely poorly. 

Worst dealership I have ever been to, never never go here.",6,50,-1
34793,17-Aug-19,"I couldn't get a clear breakdown of parts, labor and services for the work being done. Th numbers were constantly moving; felt dishonest. 

When I picked up the car, car had 10+ miles than when I dropped off. when asked, the rep said he could have written the incoming mileage wrong.  I will look for another dealership next time. I was planning get a new car, after giving my car to my son who just started his college; but I will look for other brands at this point. ",6,50,-1
34905,15-Mar-19,"I called Paul the sales manager to ask him a simple technical question and he wouldn’t answer and insisted that I speak to the sales person who sold me the car even though he knew that I called him, left him messages and he never replied. They just want to sell cars and close the chapter. Don’t care about after sale care. I am very disappointed.",6,50,272
34994,24-Nov-18,"I bought my car from Santa Monica Lexus. I have always had excellent service. I moved up north. I had excellent service! I was convinced that know one had better service than Lexus... until I return to Santa Monica Lexus’ service center! This place is the absolutely worst! Horrible service! 

I have so many bad things  to say about this place! But what is the point!  .... Take my advice Go Some Where Else! 

This is only one of many problems I had with this place.  

I had my coils changed on my car... (this is my first visit since I moved back to LA) let me add the service person  who originally help me was horrible. Left me standing there... told me he would be right back... and forgot about me.. I had to get out my car and ask for help! 😳

Let me fast forward... I got my car back... 1 month later I needed to get my oil changed.. I was talking to my husband ... I just so happen to pull up on the lever to open the hood cause he wanted to check the oil stick... and the lever was broke! Lexus was the last one with the car .. so I brought back in. They said it was minor and they would reattach it. I waited 15 or so minutes... they said it was fix... I believe them and left.. when I got home my husband ask if it was fixed.. I said... they fix it ... he said....did you check.. I said ....no.. I pull the lever ... it was the same! Nothing done! 

Ok... I was beyond mad... this Place is a 20 minute drive on the freeway one way.. I called to tell them it wasn’t fixed.. I was told to leave a message on my service person phone cause he was busy... I told The service lady .....I was on the way back.. and I better have someone take care of it cause I was mad as xxxx. 

My service person told me to calm down... how dare him ... what the xxxx... he should have check my car... wasn’t he the SERVICE PERSON... than do your job and service my car! 

Ok.Folks 
GO SOMEWHERE ELSE... 

This place is Horrible.... I will never come back here... I mean NEVER will come back here.. I am not buying my new car next month in Santa Monica! I hate this place! 

Oh... did I add... this was one of many problems I had here... But what is the point! ... I will never come back... the service is as good as management! Get it together Santa Monica! No one is going to pay for a luxury car... for you to treat your customers like they don’t matter. 😡


",6,50,329
35027,23-Oct-18,Our car buying experience has been the worst ever! The staff is poorly trained and could care less. Contacted Corporate who has even less concern!,6,50,-1
35297,12-Mar-18,"The Santa Monica, CA Lexus dealer and Corporate Executive Office, REFUSE to replacement panels due to employee mishandling of order. I first made contact with Lexus of Santa Monica in October of 2016, regarding the panels with Service Assistant Victor Jimenez, he told me to come in for an inspection and told me it would be a while until the panels came in because the factory in Japan was running slow and he already had a customer who had been waiting several months. He told me to call in and check with him every three months or so, and I did exactly that. I would leave voicemails and he would call me back most of the time. Every time we spoke he would give me an update mentioning some customers were waiting over a year, and the factory delayed and at times halted production, and he would call whenever the panels arrived. I called in on 2-19-18, and asked to speak with Victor and was told he was no longer works with Lexus of Santa Monica. A woman needed Lorraina Flores, took the phone call, she very quickly told me there was no record of the panel being ordered their system, I replied no way there must be some mistake I have been speaking to Victor about this for order a year now. Lorraina replied there were was no order in the system and there was no text communication regarding the replacement. I was shocked and asks why would I have texted him about the replacement, I only text him when I was bringing the card in for service there was an issue and it just so happened that we discussed the replacement over the phone and in person and I didn't think I needed to document the conversation because the car has had several recalls and I have had them all and never had a problem, I would have never foreseen something like this. Lorraina also told me she was unable to contact Victor and insinuated I was not the only person this has happened to, she then told me I could reach out to corporate office where I was given the complete run-around for about a month. I first spoke with several customer experience representatives a woman named Cassy then it was ""escalated"" to Brook Malacen, then it was ""escalated"" to Marion on 2/21/18 and finally ended with Executive Corporate Office, a very koi and dismissive woman named Lindsey Tor, who told me there is nothing she can do and it is not a corporate problem the best thing I could do is to call the dealer back.

What do I do? Do I sue Lexus? I called the dealer back and left a third message for GM Matt Uger, but I have not heard anything back from him, it looks like they are very much aware of the foul play by their employee and don't want to accept responsibility and be held accountable for their employee's actions.
",6,50,59
35313,13-Feb-18,I can't speak for the entire dealership so I'm giving it a 2.  I found Mr. Soriano to be rude and condescending.  He even commented on my wife's weight when she had trouble with the front seat.  My only regret is not leaving this review sooner.,6,50,-1
35321,12-Jan-18,"The level of service at Santa Monica Lexus has sunk to an all-time low.  At one time, their customer service was incomparable and spectacular. Not anymore! I took my car in because I was having problems with the climate system.  My service adviser, Victor Jimenez, gave me a rental and said he would contact me when it's fixed/ready.  Being that the car is a 2010 with an extended warranty, I was told they needed to further test it and would call me when it was ready.  Over the course of 5 weeks, Victor somewhat communicated with me via text. I had left several phone messages and zero was returned. I finally received a message that I needed to pick up the car, otherwise I would incur storage fees. When I called back, I was told Victor left Lexus over a month ago. xxx!  What about customer communication and quality control?  Why didn't someone notify me sooner?  All the while I presumed Lexus was dealing with warranty issues and I would be notified when the car was ready, but nothing was being done. I finally received a call from one Daniel Cabrerra, who is supposed to be the general manager, but could not provide me with a justified reason as to why nobody called me.  He tried to pin it on me by deflecting blame and I reminded him that it’s not my job to keep calling and calling.  It is Lexus’ job to notify me and provide me with updates as to when the vehicle will be ready.  It's not my job to keep following up.   Angel was my guy in the past and nobody compares to Angel, except for Douglas, who I was informed is no longer there, as well. In addition to the horrible and unacceptable customer service, my gas tank was on ""Reserve"" when I got it back. This leads me to believe someone drove my car without my authorization while it was SUPPOSEDLY being serviced.  In addition to an empty tank, my car had three VERY obvious dings and marks that were not there before.  I called Daniel Cabrerra again, and never received a call back to resolve my issues that Lexus Service Department created.  Also, I was told my battery didn’t pass the load test, which is a crock of crap because last year around this time, I was told the same thing by Lexus and I immediately took it to Cal Automotive, who is HONEST as the day is long, RELIABLE and QUICK and purchased a brand new battery for half the price.  Lexus Santa Monica is a complete and utter DISAPPOINTMENT with HORRIBLE customer service and a worthless service manager.  From now on, I will go to Jim Falk Lexus in Beverly Hills and rekindle my professional relationship with Angel Flores!  He’s competent, thorough and reliable!",6,50,115
35473,03-Aug-17,"I recently leased a Lexus at this dealership. During negotiations, the dealer informed me that the $350 disposition fee on my previous lease (a Toyota) would be waived as I was staying within the Toyota family. 

Fast forward a few months and the disposition fee on my former lease is still being upheld. I contacted the dealership and they said they would take care of it right away and repeated again that the disposition fee would absolutely be waived. 

Several days later I was informed that Lexus was refusing to honor their policy of waiving the disposition fee as there had been a 3 month gap between the return of my Toyota and the purchase of my new Lexus lease - a fact that the dealership had neglected to tell me and actually admitted not to have even known. 

This Lexus dealership is untrustworthy. They gave me incorrect information, they misled me, and now they are completely unwilling to make good on their promise to me. Please stay away from them.",6,50,18
35492,29-Jun-17,"My husband and I have been excellent, loyal customers for over 15 years and have leased 6 expensive cars from Lexus Santa Monica. 

Our salesman, Ron Holbrook, has never had to ""sell"" us a car. We've always called him a couple of months prior to the end is the lease to arrange for the next model. We are easy, no problem, customers who have never missed or been late on a payment. 

Ron has always encouraged us to turn in the lease a month or so early and they would ""take care"" of the last payment of the old lease. We know, it's, most likely, been wrapped into the new lease payment but we never complained. 

Last April, we received a 3 payment waiver offer from Lexus.  Ron told us to bring the car in about a month before the end of the lease for the best deal. There was, as always, 1 payment due on the old lease. Of course, the word from Ron was, ""we'll take care of it"".  Not to mention, we had the 3 payment waiver offer. Whatever that really means. 
Lexus Santa Monica took our old car, we signed the new lease papers and we were finished. 

4 months later, we receive a statement from Lexus for 1 lease payment and over $600 in ""damages"".  We were shocked and contacted Lexus SM to help sort this out. 

Unfortunately, it turns out, they don't really care about good, loyal customer issues are after you drive off the lot.

The GM, Mr. Unger, especially doesn't care. We seem to be pests to him.  He will not even provide us with his attorneys name and number.  
We waited for a month, fully expecting Lexus of SM to ""take care"" of this mistake, we received no response.  We, stupidly assumed they ""took care"" of it.  

Then, we started receiving outrageous phone calls from a belligerent collection agency.  Again, we were truly shocked by this treatment.  Interestingly, the collection agency told us that the dealerships will ""say anything to get the sale"" 

We contacted Lexus of SM several more times about this. They just passed the blame onto Lexus corporate. No help what-so-ever. 

We finally had to get our attorney involved and finally got the 1 lease payment removed, but not  the ""damages"" we were never made aware of until 3 months after the new lease papers were signed. Apparently, there is a hole under the front bumper. We had never seen it. How do we know they didn't cause the damage?  Why were we not made aware of this at the time we turned in the car?  Why were we not given the opportunity to repair this on our own? 

We reached out to Ron and Mr Unger at Lexus SM again. Again, they blew off our request to ""take care"" of this issue, as promised. 

My husband and I have been in sales our entire lives. This treatment is flabbergasting to both of us. Neither one of us would ever treat a customer this way.  At this point, it's purely principal. We told Lexus SM we would never buy a car from them again and they simply don't care.   

Wow...  is a few hundred bucks really worth losing a loyal customer who has leased  from them for 15 years?  


Things have changed at Lexus SM, so buyer beware! If you have a problem with your purchase or lease, after you sign, you can just eat it!

Next car, BMW or Mercedes. Hope we can find a dealer who respects loyal customers. 


CB",6,50,-1
