Unnamed: 0,Date,Reviews,Ratings,Serial,Name
4765,18-Jul-17,"I would give them 0 stars if possible. I took my 2016 truck in and explained what issue was and could y'all take care of it, off the bat the service employee annoyed my wife and I but let them do what they needed. Got a call 5 days later saying what issue was and I disagreed with them about it and they said warranty wouldn't cover it and they charged me a diagnostic fee of 130 dollars and said issue could be fixed for 1000 dollars plus labor costs. They would not give me my truck till I paid so I paid and took elsewhere and said I'll be back for a refund because service guy said if I prove them wrong they would refund me. They said issue was caused from neglect and or a pothole. 1- I do not hit potholes and neglect is impossible when in my owners manual I have not hit mileage yet to even get that part serviced yet. So i took it to another chrysler dodge ram dealership and told them of everything and they agreed that causes were ridiculous and they didn't even charge me for diagnostic and said issue was different and warranty did cover it. They printed me a paper to take back to nyle Maxwell to show proof they were wrong and get refunded and they refused to refund me on spot. Next business day I called and bugged till I spoke with someone higher up and 7 to 8 hours later I finally got refunded after dealing with this WORTHLESS place. Save yourself the trouble, headaches, time, false accusations, money, and disrespect from this place and go elsewhere!",1,332,Texas_without_threshold\Chrysler55 Reviews of Nyle Maxwell Chrysler Dodge Jeep Ram of Austin.csv
10897,02-Jul-17,"I purchased a vehicle from this dealership on June 30th, 2017.
I am going to start out this review with the positives:
My salesman James C., Ernest (and his bearded coworker - sorry I did not get your name), and DJ the finance manager. These men handled themselves with dignity and professionalism. My entire experience with my salesman was very positive from start to finish. If I could rate these men alone they would get 5 of 5. I was referring individuals to this dealership due to my interactions and experience with James, before they decided to attempt to not honor an agreement.
The negatives:
The amount of trouble I had to get this dealership, specifically the general manager, to honor an agreement.
Jack O'Diamonds accepted my deposit in May, signed car info and MSRP agreement, and took copies of documentation from me so we would be ready to get the purchase going when the car arrived (ID, Social, Insurance, finance info). Communications with this dealership made every indication the purchase would be made upon arrival. On the last day of the carâ€™s ETA I am told that the manager regrets the MSRP agreement and decided to hold the car for a minimum of 90 days (confirmed by a call I made to the sales manager) to draw customers in to get their moneys worth. I was not informed of this until June 28th (the last day of my ETA). I was told the transport truck with the car arrived, but left without delivering it. I never claimed they had it, just that they rescinded their agreement to sell it to me when it DID arrive.
I have seen claims that I should have talked to the dealership before I posted a video. I confirmed the 90 day hold situation with both my salesman and the sales manager as soon as I was informed and before the video discussing my experience was ever created. I intentionally stayed away from posting any reviews or encouraging individuals to do so, even though it appeared employees were attempting to bait me into posting in the review section by calling me out in their reviews. What other people do with information given is not under my control. 
When the Jalopnik article discussing this situation was posted I was not contacted by the author, who made a couple of incorrect assumptions based off of what other individuals misinterpreted. I saw some errors and immediately posted a clarification (not a retraction) on Facebook publicly, the article comments itself, and emailed the author directly. The dealership has continually addressed issues that I did not claim and ignored the actual issues.
In a meeting that my salesman was not allowed in, even though we requested him, the GM stated he was at fault for this situation, but he was still going to keep the car in the show room. He has on multiple occasions stated if my experience wasnâ€™t positive I wouldnâ€™t have an experience with them at all. I have these claims documented.
In every interaction the GM threatened to give me my deposit back if I didnâ€™t have a positive experience and stop â€œlyingâ€ or attempted to convince me to take my deposit back. Throughout all of this they called it my car, but would not back anything up with writing (since my documents for my initial deposit before they changed their minds about the agreement).
The personal and unprofessional level this dealership took this to.
I received after-hours phone calls from the GM to accuse, manipulate, and vent at me (when he was off work). Employees of the dealership messaged my friends on Facebook to speak negatively of me and call me a liar. Employees who are not friendly towards me attempted to â€œfriendâ€ me on Facebook.
The environment of the dealership when they changed their mind (due to the negative feedback they were receiving) and allowed to purchase the car.
I was not assisted until I texted the GM I had arrived, even though many workers were clearly not busy as they spent their time pacing around us and glaring. Which is unlike the experience my friend had coming in to meet me there. He walked through the doors and was immediately greeted by a nearby salesman. I have these claims documented and witnesses to this.
The bottom line is: dealerâ€™s remorse is not the customer's responsibility. The agreement was honored not because of the integrity of the dealership, but because they got called out. There was time before the backlash got out of control to make this right.
Yes I have my car now, but I am not a satisfied customer. However, I stuck to my agreement and bought the car upon arrival at MSRP.

",1.6,665,Texas_without_threshold\Honda13 Reviews of Jack O Diamonds Honda.csv
16642,02-Jul-17,"It is clearly obvious El Dorado Mazda will not attempt to gain your business. I n their eyes, they are not Burger King, you take it their way or you don't get the @#$& thing.  

It is a shame I had to give even 1 star rating, there was not an option for less.  My wife put a $500 deposit for a Miata-RF with El Dorado Mazda and they would have to order it from Japan.  They estimated it would take about 12 weeks.  6  weeks passed and she thought she'd call them to see how it was progressing.  Their response was ""we thought you cancelled"".  Really?  Where did they get that?  They had no explanation for that answer.  In fact they never followed up, phone call, letter, email or otherwise.  I assume they just intended to forget about it and keep the $500.  We drove back to El Dorado Mazda to get a refund and she felt sorry for the old salesman who offered an non-sincere apology.  She let him ""try again"" with a promise that he would follow up with a phone call by Tuesday or at the very latest on Wednesday (that conversation was on Friday).  I made him repeat it to me twice that he was going to follow up and even said ""I expect a follow up call by Wednesday at the latest"" (5 days later).  He repeated it and apologized again.  It is now Friday and we've not heard a thing from El Dorado Mazda.  I called this afternoon and asked why he hadn't followed up with the phone call as promised.  He said ""we can't get you that car"".  I asked why hadn't he followed up.  He just apologized.  I told him his apologies mean nothing and that is word means nothing to us anymore.  We'll be returning to El Dorado Mazda Monday for a refund.  

It is obvious now that El Dorado Mazda's intent is to sell you what they have on hand, and put fourth no effort to get the car you're looking for.  I am not one to give in to their sales pitch and accept what they have.  

There are dealerships out there that appreciate your business, El Dorado Mazda IS NOT one of them.

We ARE going to get the exact car we want, but it will be a cold day in #$%^ if we ever return to El Dorado Mazda or any of its affiliates.

",1,963,Texas_without_threshold\Mazda15 Reviews of El Dorado Mazda.csv
11471,23-Jun-17,"The person that helped us was very rude, made a huge mistake and charged us for the service. It took several days to ge the refund. We lease and will never do that again. That was a huge costly mistake! We were told that this person was leaving the dealership and it showed.

We want to take our vehicle to another dealership for service and to trade it in when it is time. ",2.4,689,Texas_without_threshold\Honda42 Reviews of Burleson Honda.csv
9185,22-May-17,"This dealership tried to put a spot delivery scam on me, what is called a yoyo finance, they took my vehicle after 50 days as i found out my paperwork was never finalized by them. The dealership called me for money as a down payment. I payed insurance right away $260 for those two months which the finance dept told me they would not give me refund for any expenses I've made toward the car. I also bought new Air filter, fixed oil drain plug and change oil change costing me $109 dollars. I also tinted windows price i payed was $100. As i found out they haven't return my down payment and my auto expenses. To be this kind of dealership, I assumed they were pretty legitimate. The finance department (Armando), made excuse after excuse. The bank which i was told finance my deal, called me saying my deal was never finalized, so i could'nt make my first payment. I loved that vehicle. Also I gave my previous car to my parents as a gift, when i bought mine at this dealership, now a parent of three I have no car, which is making this a very difficult problem. I will file complaints on  Attorney General Office, Better Business Bureau. Shame on you VIVA FORD, EL PASO TX.",1,549,Texas_without_threshold\Ford36 Reviews of Viva Ford.csv
2841,02-May-17,"Purchased new 2014 Camaro that was totalled December 2016.  As of May 2, 2017, I am still fighting with this dealership to cancel my unused warranty in order to settle my GAP claim.  I do not recommend this dealership.
Nobody returns calls or emails.   I returned the completed warranty cancellation forms on February 1, 2017 and as of May 1, 2017 the only information that I can get from the finance department is to call my lien holder and see if they received the refund check.  What?!?!?!?! 
NEVER AGAIN WILL I USE THIS DEALERSHIP FOR ANYTHING!!!!!!!!!",1,227,Texas_without_threshold\Chevrolet49 Reviews of Clay Cooley Chevrolet.csv
18700,21-Apr-17,"I was Hospitalized for 2 Months and had no one to make payments for me, once I got out I contacted all my debtors and made the payment in each and every card and loan and they ""ALL"" removed the 60 days late from my credit report....You Guessed it NISSAN DID NOT, they said ""It was not their fault I was Hospitalized even after they told me to pay the remaining yera of the Lease I had which I did for a total of $5300 for 14 payments left and NISSAN STILL DID NOT REMOVE THE LATE payment during my 2 month Hospitalization.  DO NOT BUY NISSAN THEY COULD CARE LESS ABOUT YOU AS A HUMAN, BUY HONDA INSTEAD...... This Dealership also turned their back on me even though I have leased 5 different Nissan's",1,1093,Texas_without_threshold\Nissan49 Reviews of Courtesy Nissan.csv
15243,24-Mar-17,sales person jeremy washington and sales manager Jason Williams both lied to me. i was told the truck i purchased was a non accident vehicle only to find out it had ben in accident hit in rear. some work on pasanger side too. took it back would not refund my money or lower the price so agree to have it fixed wright. they kept it a week and they called said it was ready got there to find they did nothing they were supposed to do and took new rear bumper off and put on old bent bumper on it. i was very mad .jeremy said he would handle it this time called me a week later said they would not fix i. and it is not a buy as is truck tome for atourney if you like dealing with liars you will love crown kia of longview tx,1.4,869,Texas_without_threshold\Kia11 Reviews of Peltier Kia Longview.csv
11555,15-Mar-17,"As I loyal customer who bought two vehicles here I never thought I would be writing such review about John Eagle Honda. I still donâ€™t understand why they would treat someone like this.
After the second car I bought there was paid off, John Eagle Honda was notified on January 17th 2017 to process a refund check of $246.93 for GAP insurance which was purchased with the vehicle. According to the law that is their responsibility and I thought it will be done in a timely manner.
Being aware that there will be some processing time I didnâ€™t inquire about it, but after a few weeks I called to check on the status of refund check. And that is where the fun starts. Most of the time it is very hard to get any of financial guys to answer and I left messages.  A lot of them, but no call back.
After I used their online portal and sent an email, one of the guys called (I think his name was Adam) to lecture me it could take up to one month to process the check. 
Waiting again for more than a month and then went to the dealership a week or more ago.
Spoke to one of financial guys (I think Many) and he checks the paperwork and it is a miracle. The check was cut that morning and I should receive it shortly.
Not a word from him when I said you guys lost a loyal customer because of a couple of hundreds of dollars or an apology.
Working in customer service for over 20 years I had seen it all but this is the top of the top. I canâ€™t comprehend it; it just does not make any sense.
While waiting for the refund check I have decided to donate it to charity on behalf of John Eagle Honda. If I ever receive it.",1,691,Texas_without_threshold\Honda44 Reviews of John Eagle Honda of Houston.csv
2499,13-Mar-17,"This dealership has lost their way.  Do not buy and never look at this place for service. They took advantage of my niece and told her a bulb needed to be replaced and that the bummer need to be removed to get to it. It happens as always they didn't need to pull the bumper and will not refund a $64 charge for a simple bulb. All of this was of this was after they charged her over $200 for work not needing to be done. Don, David from the service Department and Rick the service manager all make Freedom proud the ways they take advantage of hard working people to make a buck for the dealership. It's all in the name ""Freedom"", Freedom to steal all of our money. ",1,208,Texas_without_threshold\Chevrolet30 Reviews of Freedom Chevrolet - San Antonio.csv
18870,24-Feb-17,I went and purchased the part to be replaced and specifically requested what I wanted done to my vehicle. When I asked for a quote they gave a quote but which included diagnostic test which I declined they run given I already knew what was wrong with my vehicle. Ms. Gordon in service stated that if I was requesting a certain service to be done that they would do that and I would not be charged. The tech Feliz quoted me a different price and I asked that they just do install and program ONLY!!!! I was still charged and they still did a diagnostic test which I did not receive nor did they explain if they found anything else wrong. When I spoke with the manager today he was rude and said I agreed for them to do the test and that they would credit my account which all I want is a refund of the $120 that I was charged.. I will not be going back to this dealership for service on my car they do not listen to customer when they ask something not be done. Mr. Munoz in parts was really friendly and helpful and was there when I said what I wanted done to my car. Even on the receipt only says labor charge and does not have how much I was actually charged for install and programming. The cashier was even confused so I feel as if they scammed me and it's not fair especially since I'm a single mother and all I needed was what I asked when I already knew what the problem was.....,2.2,1096,Texas_without_threshold\Nissan52 Reviews of Tom Peacock Nissan.csv
23566,13-Jan-17,"I leased a Passat from this dealership two years ago.  in the summer of 2016, we decided we needed to trade it in on something bigger as we were about to have our second child.  After we traded in our VW, my wife and I went to the dealership and filled out paperwork to get a refund on our extended warranty and service contract.  We were told it would be 6-8 weeks and we would receive a check in the mail.  After 10 weeks, I called to follow up with the dealership.  No one from the finance department returned my calls for a week, and when I finally talked to someone, I was informaed that something happened in processing and it would be taken care of within 1-2 weeks.  It has now been 17 weeks and I have still not received anything.  No one that has said they would call me with an update has followed up, and we are still without our refund.  We loved our VW, and would absolutely consider one down the road for a commuter, unfortunately, I have lost all faith and trust in this dealership.",2,1319,Texas_without_threshold\Volkswagen39 Reviews of McKinney Volkswagen.csv
