,Date,Reviews,Ratings,Serial
2681,03-Aug-15,"I would never recommend this dealership to anyone based on my experience. My sales guy was named Cody Johnson. (I don't see his name here so guess he is a contract or something?). 
 
I was at this dealership last Friday just to complete all the paperwork and after a couple of docs left to sign in front of their Finance Manager, I realized that I was facing one of famous auto fraud that is the practice of quoting a lower price that the number that is ultimately included in the contract. So I caught that the contract price on the contract was different from price quoted to me.

I appealed to a finance manager and he brought him to me. Of course, he started lying that we discussed and agreed that price. I never expected him to admit and did not want to waste any of my time at all so just walked out of the deal.

I just feel sorry for whoever runs this dealership who has to deal with him kind of person everyday. 

",1,58
2686,12-Jun-13,"STAY AWAY FROM HUFFINES KIA OF MCKINNEY!!!!! THESE GUYS ARE CROOKS!!!! I had an email from my salesman with the marked down price I was going to pay for the vehicle. It contained the VIN number, a picture of the sticker from the vehicle. After driving for over an hour to get to this dealership, they (including the manager) did not honor the price and said that was just to get us to come in. They lie to get you to come in and HOPE you will forgive them and do business. Only the very stupid would continue to do business with these jerks. I do not see how this place stays in business. We got up and left. I will never do business with liars and crooks!",1,58
2687,13-Mar-13,"My experience buying a used car here included all of the terrible used car dealer stereotypes you hope you never have to encounter. All of the people we worked with, from the salesman to the finance people, were dishonest and manipulative. For example, we were told, ""I'm really doing all I can to get down to the price you need. I've been giving on my end, so I'll need you to give on your end too"", and really, all they were doing was extending the monthly terms of the loan while keeping the total purchase price the same. Our experience with the finance people was just as infuriating. I would strongly recommend looking over each and every line of every document (although, I don't recommend buying a car here at all!), because we found that extra costs would be added into our overall purchase price even after we told the man explicitly that we did not want those services. He repeatedly tried to argue that we should add these warranties because they don't increase our monthly payment amount; that was true, but again, our loan terms were extended, interest rate was the same, and our overall purchase price was higher. This is simple math, but my guess is that they get away with these tricks over and over. ",1,58
2727,25-Sep-18,"Sales experience was typical. Multiple sales offers for a certain payment amount with which the numbers didn’t add up correctly to the sales price and interest rate offered. “Oh we’re sorry” that payment amount included extra warranties etc that we didn’t want. Round two more of the same. Finally, they come back with a transparent offer that matched the sales price after we said we were leaving. But beware, I should have paid closer attention to my final documents; the finance guy put 61 payments in my loan contract instead of 60. Another lesson learned. This is why car salesmen have bad reputations. I won’t be returning. ",1,61
2757,27-Feb-15,"Husband traded in his 2010 G37 for 2013.  2013 quoted at S27,719 when on site 2013 listed at $25,500.  Trade in $13,000 when blue book dealer is $15,500.  Joe said, Well sorry, that's what Joe agreed too.  I don't take advantage. He got a free tint that he wasn't charged for.  If your not happy, come back in & we can make a deal.""  I said, ""That's your job is to take advantage of the consumer.  We bring you back the car & you might pay it off.  But we loose the $21,600 of equity in the 2010.  This was not a good deal.""",1,63
2766,08-Dec-03,"I recently purchased a 2004 G35 Sedan from this dealer.  If there had been an alternate dealer in Austin or San Antonio that had the vehicle I wanted, I would have left and gone there based on my experience.  For that matter, I nearly left to go to Sewell Infiniti in Dallas since when I spoke with them on the phone they were much more helpful and courteous.Since my employer is a vendor used by Nissan, I am eligible for Nissan's Vehicle Purchase Program.  Based on this, I took a serious look at both the Nissan and Infiniti vehicle lines given that my discount would save a few thousand off MSRP and since I was supposed to be given a pre-determined price without any negotiation.  The first time I stopped by to see if the dealer participated in the VPP program and get a quote for the pre-determined VPP price, the sales person said that they didn't participate.  After speaking with the manager on duty though, he agreed that they might be able to quote me the price, and that he'd have the New Car Sales Manager call me the next day to discuss.After hearing back that they would give me the VPP price for the month, I scheduled a time to come in with my wife for a test drive a few days later.  On the day of the test drive, we arrived at the agreed upon time but ended up waiting around a lot and in the end only got to spend 15 minutes with the sales person driving the car and 15 minutes with us driving before they closed.  Since we were still interested in the car, we set up a time to come back the following day to drive further.  Before leaving, when I brought up the topic of price, the sales person started to hedge again whether or not they would honor the VPP price.  By the time we left, we were pretty frustrated given how much time we had wasted, and that they still hadn't told us the price.  This was especially annoying given that I was able to call Sewell Infiniti in Dallas and get a quote on the VPP price in less than 20 minutes over the phone.When we went back the following day, we were given about 45 minutes to drive the car alone because they were having a sales meeting.  This was great, but when we got back to the dealership the shenanigans started again.  First, when I brought up the topic of price the sales person tried to stick a credit application in my face which I complained about vigorously.  Second, the sales person didn't seem to have the answers to any of my questions and kept running off to talk to other people making the discussion very drawn out.  Finally, I blew up and said that if they had any desire to sell me the vehicle today they needed to quote me a price NOW or I was leaving.  After that, things settled down and the experience became tolerable.The bottom line is that if you walk in the door to this dealership without clear expectations and knowing exactly what you want, I could totally see this dealer walking all over you.  It is unfortunate that there is not a second Infiniti dealership in Austin to keep them honest.",1,63
2786,21-Feb-17,"Priced a car on internet $9,225. Drove it and Really liked it and salesman said he could do ""$8,000 out the door"". Go inside and the priced jump to $10,225. They then bring this sheet to me with a bunch of numbers with final price $9,500. Manager tried to explain that $10,225 was the starting price and the internet price was a special. No where on their little sheet did it show a $1,000 special discount. It was a lot of talk trying to get ME to understand why they do it that way. I crossed out $10,225 and wrote in $9,225 and said we'll start from there. Manager goes back and comes back with $9,000 and that's the ""lowest"" they could go. I was going to take them up on their offer to let me take it for a few hours to let my daughter drive it. The more I thought about it the more irritated  I became so I left. I then get original salesman texting me telling me they'd take $8600 even though they weren't making anything on it. So what happened to ""that's the lowest they would take"". He tells me GM was upset that salesman ""let me leave"" so they were offering me this low price just to keep my business. This is the reason I don't like buying used cars from a dealership. I told salesman I wanted their price upfront and I didn't want all the back and forth games. I guess he didn't hear that. If they  would have called and said ""$8,000 out the door"" I'd probably be driving it today. ",1,64
2815,02-Jul-19,"I found a vehicle I liked and set up an appointment. Drove it and agreed to pay the asking price. no haggling or talking them down. When it came time to sign, they added over $4000 before TTL to the price and refused to sell the vehicle for the advertised price. It is a bait and switch. They never planned to sell it for the advertised price and were simply driving traffic to the store. Horrible. ",1,65
2874,01-Mar-13,"Got a call from our salesman and told us he had what we were looking for and if we could come and see it.  I took a half day vacation and went there which was very far but he said it would be worth the trip.  I took my husband who is handicaped and it is very hard to get him around but if he had what he promised and a good deal as it is end of the month so they would be very aggressive to make us the best deal around..  When we arrived not only did he not have the vehicle he said he had but then tried to sell us another vehicle we really did not want.  He said he could get us a great deal so I asked what the price was and he would not give us a number just that they would work with us on it.  That sent some red flags because I want to know that informaion before we start serious discussions.  He never would tell us and sent in the finance man and he said it was $27,999 and then would not give us a fair price on our trade in.  When I got home I went online and looked up the vehicle and it was listed for only $23,949 so he tried to add an extra four grand to the price. Before he sent in the finance man I asked our salesman to look up the price on his smart phone and he said he could not find it listed which was a lie.  I could not beleive that they would not give us any prices on any vehicles only that they would work with us.  I feel we were brought in on false pretense and he never had the vehicle he said he did.  Did he think we would not look up the price to see if we were being treated fairly?  Very dishonest and I will never deal with that company and will advise everyone I know to stay away.  Any dealership that would try to sell a vehicle for an extra $4,000 above listed price just because you did not know that information before hand is crook.",1,65
2876,20-Feb-13,"Went to buy a used truck cash in hand. After seabolt meet me out in the parking lot he said that he had some trucks in the bullpin. After picking a few truck and set on one we made a deal. The next day I go by to sign paperwork and drive the truck I was told that it couldn't leave the parking lot. Ok then they want me to pay the price of the truck in full before it was even inspected. I said i would put a 500 dollar payment and thats it. After three days they say that this truck has problems. Ok i said then i would like to cancel the deal. The gm calls and says he would call me back and doesn't. I go to the dealer and i cant get a refund until tomorrow due to the business center being close. Then the seabolt guy says to leave him the receipt and he will get it for me and i can pick it up tomorrow. Over all this was a very shady deal, they want money for a vehicle that you cant drive and then they dont want to give you your money back. Through all just a bunch of lies. I will never recommend this place to anyone and if you go there be ready to give up your money and get no service. Its is sad to know that the gm or managers dont even care on what is going on.",1,65
2890,11-Jan-20,Did not honor online price.  Once in finance was charged ridiculous price for tint and vehicle locator service  ($1999 and $2400).  Would NOT recommend dealership!,1,66
2896,12-Dec-19,"The sals woman, Kimberly Diaz advertised a 2019 F250 Lariat with 36k miles for $45k. I stated that the truck is listed on the website for $54k. She confirmed that the sales price is $45k for the 2019 F250 Lariat. When i requested to come in to buy she then changed the vehicle to a 2019 XLT with more miles and then stated that the sales price was $54k for the lariat. 

DO NOT DO BUSINESS HERE! PLEASE GO ELSE WHERE. THEY WILL TRY AND GET OVER ON YOU

",1,66
2984,24-Dec-18,They did not give the advertised price. The internet said one price but they were not willing to start off at that price. The people were friendly but the salesperson we had an appointment with did not show up until hours later. Someone else had to help us. We were not impressed by this or the games they played with the price. We were given the wrong manual for the car but they have offered to correct this issue so that shows they are willing to correct their mistakes. ,1,66
2988,14-Nov-18,"I would not recommend buying a car from here.  They mislead with low advertised prices and then tack on a bunch of nonsense fees for ""services"" you can't redeem.  The staff has a high turnover, and are very unprofessional - it seemed that every salesperson was too busy eating to work.",1,66
2992,07-Nov-18,"I came to Gulfgate with my debit card out ready to purchase a vehicle.  After the test drive I was even more convinced to buy.  However, the price sheet brought back to me was roughly $3500 more than the price advertised online (which is why I came to your dealership...the advertised price).  Jaron explained the warranty that was added to the car, he also mentioned it was a way for the dealership to recoup some of the labor cost for prepping the vehicle.  After I told him I was not going to pay more than the advertised price, he got his manager.  His manager confirmed that he would not sell the car for less than the elevated warranty price.

After the director's departure, I continued discussions with Jaron, I expressed my displeasure of the bait and switch tactic.  Jaron began to tell me I was a bad consumer because if I didn't pay the elevated price I was preventing him from supporting his daughter.  This was the absolute worst sales tactic I have ever seen.

At this point I walked out of the Used Car building and went straight to NEw Car building asking for the GM.  I met a gentleman named, I believe his name was Carl, whom I explained my entire experience with.  HE left me for a minute, I assume to speak with Jaron and his team.  The GM returned and honored the advertised price.  I left with the vehicle I wanted.

I absolutely love the car.  I am less than thrilled about what I had to go through to purchase it.

I will say the Finance Manager I dealt with was very nice and very friendly.",1,66
3000,04-Oct-18,"I spoke with a salesman over the phone before driving to the dealership. I was told the online price was definitely the correct sales price on the second phone call. Upon trying to close the deal, I was handed a buyers agreement that showed the price of the car 2400 more than what I was originally told plus an additional 1300 in ""ads"", which I was also never informed about. After walking out, the sales manager and salesman came out to my car to get me to come back in so they could ""attempt"" to honor their online advertised price. After another 20 minutes of wasting my time, the salesman and finance manager came to me with another buyers agreement, this time only about 1000 over what they had originally quoted me over the phone. Needless to say I didn't buy the car. No trade in, came to dealer with USAA approved financing, and somehow they couldn't honor their own printed/advertised online price!! The salesman was friendly and really easy to talk to, and I don't blame him for this. Prices are obviously generated from higher up the chain, but being told one thing and a dealer doing another, is not ok in my opinion",1,66
3019,22-Aug-18,"I have been inquiring on two cars for the past week and a half I got the information and the listing price on the cars from an online site. I made a fair offer on the car. I was told my offer was to low and that the price on the car was about 5,000 more than the listing price. I asked why when it was listed for the amount 5,000 less. After that the salesman no longer responded. I then reached out to the dealership again and inquired about the same vehicle with another salesman. We workout a price and he seems willing to sell it for that amount. He then proceeds to tell me that for this specific car they are not accepting outside financing. When I had been inquiring about this car for the past week and a half. Telling the salesman I was waiting on my pre approval through my bank. Of course the not accepting outside financing was not stated then. I then proceed to wait and see what happened. I was not contacted or followed up by any of the three salesman I talked to. I clearly wanted to work out something and drive off the lot with the specific car I was inquiring about. All I got were excuses as to why I could not buy the car. I called again today and asked about the same car and added another one I was interested in. I called they gave me the listing price and told me they would call me back to work out a deal. Of course I have not been called back. Terrible business. Terrible salesman. I offered to buy the car and I was told no. Spoke to at least 5-6 people about the same car and no one was willing to even try and sell it. Basically got ignored. ",1,66
3042,26-May-18,"We purchased a ‘17 Infiniti Q50.  Advertised price was $22,499. When we we sat down with the salesman, the price increased to $30k as he tried add certified cost of $5k. Told him we didn’t want that and deducted it which still increased the price by $865. Said he couldn’t remove the cost of security “etching”. Our salesman Xavian consulted with his sales manager and the sales manager became verbally assaultive towards him. We could hear the sales manager fussing at Xavian which was totally unprofessional. Xavian did his job well, but the sales manager should be fired!

  Got home to Louisiana and discovered no $865 etching. We called the finance manager, and said we need a black light to see it inside of the doors. xxx!! 

I rate this 2 stars only because Xavian did his best. If it wasn’t for him then my experience would be 0 stars. Thanks Xavian for being professional and fair!! ",1,66
3046,30-Apr-18,"When I ask for a specific car they showed they had online they showed it to me but the price was about $10,000 more than what they showed it to be. The salesman said that the advertised price is a discounted price that nobody ever qualifies for. So needless to say I was right out of the door after I heard that. ",1,66
3064,08-Jul-17,"I did lots of research on the VEHICLE I wanted... but I didn't do enough on the DEALER.



I purchased a 2017 Chevrolet equinox  07/06/2017 and the advertised sale price online was $19,800. When I got home, I realized the sale price on the contract said $22,800 which is $3000 above the Internet price. The next day I called the dealership and let them know why was the sale price change from $19,800 to $22,800 and they stated because there was a mandatory warranty that I had to purchase. I advised them that I didn't want that warranty and they told me it was mandatory or else they weren't going to be able to honor the Internet price. I let them know that they can't force me to purchase a warranty or service contract if I don't want to and they simply stated that it was too late I already agreed and signed the contract. I know it was my fault for not verifying the numbers on the contract but this dealership operates with deceptive practices in order to increase their profits and they hide everything from you and just make you sign really quick. By law warranties are free and service contract should be charged as a separate line item on the contract instead of increasing the sale price of the vehicle. I am in the process of filing a complaint with the OCCC, CFPB, and DMV to expose these illegal practices.",1,66
3071,24-Mar-13,"Priced advertised is not price you get, also add $1995 for nitrogen, wheel locks and GPS Tracker. Total price over $4000 of what it can be purchased elsewhere. This is what gives dealerships a bad name.",1,66
3175,21-Nov-11,"This was my worst experience ever buying a car.  I have never paid msrp for a vehicle ever.  I went in asking to pay 21-22k for a 2012 new jeep wrangler.  I was clear that was all I wanted to pay and if they couldn't do that as msrp is 25k then we could save each other some time. The salesman talked to finance and they said I should go for a test drive.  When we came back the salesman had me sign a form saying that if I got my price, then I would buy that night.  I had no problem with it.  They then gave me a menu of prices.  They tried to decrease my payments over a longer period of time which would have still got them msrp or more.  I said no.

The salesman went back and forth with finance and then had me sign another form with 25k listed again.  I said why do you keep writing that number down. He said don't worry it will change later they just have to put that number down so he can get it past the owner and that isn't the price and it will change. At this point, I felt like I needed a shower as this felt like a very dirty deal.

They then trotted out more new numbers.  At this point I wasn't sure when the number would change to the 21-22k. Long story short it never did.  I think I got about 700 dollars off msrp after they claimed they are only making 350 dollars on the deal and that they had to make sure the owner didn't see the paperwork.  I don't think the owner would be that upset considering they then advertised a sales event five days later.

A complete fail and the worse experience I have ever had.  Seems like the general manager writes back on these.  Feel free to call me. Scott biondi 210 748. 2591.",1,68
3232,03-Jan-14,"I was sold a used vehicle that had been wrecked and it was not disclosed to me. I returned to the dealership and they said they would not buy it back and would only take it in on trade at their dealership. I had it for 8 months and they gave me 5,000.00 less than I paid for it. The staff advised me they didn't know and I didn't know so it wasn't their problem. The manager then advised me they made good money selling the car to me and laughed. The dealership would not return my calls and I had to drive back to the dealership to get the problem resolved. They then told me they would sell me a car at cost which they hassled me about until I seen the actual cost price and it was 1,300.00 less than what they quoted me. It was an all around mess and they didn't care. Think twice before using this dealership. My family has bought over 80 vehicles from this dealership and they acted as if they could care less.",1,70
3244,08-Jan-15,"Recently bought a car here at (ccrafty1936), was given a price and decided to add features.  Instead of keeping the original price and adding the package group (which only added $800), they charged us the full price (MSRP, a $2000 increase).  Didn't realize this until a couple of days later.  Went back to the dealership and the manager was on vacation.  They told me I would have to deal with him.  Salesperson told me he was a standup guy and he would make it right!!  Was told he would call me or my salesperson would when he gets back.  NEVER CONTACTED!!!!!  Went back into the store today.  Spoke with the manager and he told me that I got a ""good"" deal!  I asked if he would honor the original price and he kept re-iterating that I got a ""good"" deal!!  He said he didn't remember giving me that price and that I was just a ""NUMBER"" to them.  Said they were just trying to get a car sold by the end of the year to close out their books and make their quota.  So much for or being ""Part of the Huffines family"", which was stressed to us during our buying experience.  ""You are FAMILY now (after buying the car), we take care of our FAMILY!!""  What a crock!  Was planning on buying another vehicle from these people................guess I will be looking for another dealer with credibility and integrity (a dying or if not dead trait in this industry) to do business with!!!!!  Good luck with these people!!",1,71
3268,03-Aug-15,"I would never recommend this dealership to anyone based on my experience. My sales guy was named Cody Johnson. (I don't see his name here so guess he is a contract or something?). 
 
I was at this dealership last Friday just to complete all the paperwork and after a couple of docs left to sign in front of their Finance Manager, I realized that I was facing one of famous auto fraud that is the practice of quoting a lower price that the number that is ultimately included in the contract. So I caught that the contract price on the contract was different from price quoted to me.

I appealed to a finance manager and he brought him to me. Of course, he started lying that we discussed and agreed that price. I never expected him to admit and did not want to waste any of my time at all so just walked out of the deal.

I just feel sorry for whoever runs this dealership who has to deal with him kind of person everyday. 

",1,72
3273,12-Jun-13,"STAY AWAY FROM HUFFINES KIA OF MCKINNEY!!!!! THESE GUYS ARE CROOKS!!!! I had an email from my salesman with the marked down price I was going to pay for the vehicle. It contained the VIN number, a picture of the sticker from the vehicle. After driving for over an hour to get to this dealership, they (including the manager) did not honor the price and said that was just to get us to come in. They lie to get you to come in and HOPE you will forgive them and do business. Only the very stupid would continue to do business with these jerks. I do not see how this place stays in business. We got up and left. I will never do business with liars and crooks!",1,72
3274,13-Mar-13,"My experience buying a used car here included all of the terrible used car dealer stereotypes you hope you never have to encounter. All of the people we worked with, from the salesman to the finance people, were dishonest and manipulative. For example, we were told, ""I'm really doing all I can to get down to the price you need. I've been giving on my end, so I'll need you to give on your end too"", and really, all they were doing was extending the monthly terms of the loan while keeping the total purchase price the same. Our experience with the finance people was just as infuriating. I would strongly recommend looking over each and every line of every document (although, I don't recommend buying a car here at all!), because we found that extra costs would be added into our overall purchase price even after we told the man explicitly that we did not want those services. He repeatedly tried to argue that we should add these warranties because they don't increase our monthly payment amount; that was true, but again, our loan terms were extended, interest rate was the same, and our overall purchase price was higher. This is simple math, but my guess is that they get away with these tricks over and over. ",1,72
3283,17-Jul-18,"Deceitful and deceptive! Save yourself the time and effort and go ANYWHERE but to a Brinson dealership! They are not truthful on advertised pricing, lie about inventory, and are blatantly rude to customers. Extremely disappointed that a dealership like this even exists. Shameful! ",1,73
3302,02-Jun-20,"Date line 5/22/2020 I called about a 2016 CPO Ford Escape that Grapevine Ford had advertised. Was contacted immediately and they went through their spill about how if I would fill out a credit app they would come of the price $500 even though I had told them is was a cash deal. Was told they are not a front of house dealership and did not do cash discounts. Now I was quoted $18,800+- for the car they had advertised for $16500.  I asked for an explanation and the oh so smart salesman said it included some anti theft gimmick that was $500 plus and an extra key that was $500 plus because there was only one with the car, also ttl for Oklahoma that he said was required by them to include at 4 1/2 %, which I knew was a lie. There was still $700 dollars difference in their so called out the door price, come to find out he had also tried to include dealer finance fees or some other nonsense. Finally he says $16,183.33 which I agreed to and made sure it would include a 2nd key which magically appeared while on the phone. He said ""i have it right here in my hand."" So, reluctantly, I agree to drive down the next morning and meet at 9 am and if everything checks out would make the deal. I should have known better! Get there and drive the car which was advertised as having lane assist and the brake assist and back up alarms all features that I wanted for my daughter. Thought it was me and that I had not activated features so, when I returned to dealer and asked how to activate. He gets in and fumbles around not saying anything except let me printout the window sticker and he took off to his office, brought it back and started off on how rare this gem of a car was to have traction control?!? I asked again about the 
lane assist and other safety features. He says oh, this car does not have those features, they are only available on 2020 models! I said your internet ad states that it does, so he tells me, ""Well I dont write those ads."" 
Then totally exasperated I walk out as he is saying ""We have 2020's."" Wow, what a piece of work, I am stunned that dealerships like this exist and this was my first and last experience with Grapevine Ford. I have always bought from Huffines in Corinth Classic in Sherman and always treated with respect and make transparent deals. Oh, and he also said they have the lowest priced dealer ad ons in the metroplex, bragging rights??? Part of the double talk I have  left out for times sake that were just as bogus as the rest. Anyway, buyer beware as they always say! Not going to mention the assistant sales managers name, but you know who you are, I was not your sucker customer of the day.  Buyer's please know what you are getting into on these deals, always ask for a full disclosure of fees and there close to 100% profit add ons are a hoax.
 The absolute worst part of this is they have these huge floor displays of the 10 rules of ethics, yeah right! By the way, those $500 keys are usually around $200 retail at honest dealerships and can be had all day online for $100.
Truth in advertising complaint needs to be filed.",1,74
3335,29-Oct-18,"1 star only because it doesn't allow negative stars!  Rather than insult any other professions, what a bunch of car salesman!  I have it in writing from the Internet Sales Manager (which I think everyone gets that title so they sound important) the lies they tell to try to get you in the dealership.  This came about after I had an internet price and they tried to quote it $3,000 higher, I called them on it and they began making excuses.  Continue to get emails after I requested NO MORE and so I called them out again on their deceptive practices.  If Grapevine Ford can't be honest up front with their customers in the advertising, then what makes you think you can trust them in regards to anything they say or how they handle service on your car.  AVOID there are GOOD dealerships out there, Grapevine Ford is just not it!",1,74
3344,19-Feb-18,I have bought two vehicles from Grapevine Ford and everything was great but now they are engaging in faulty and deceptive advertising. Grapevine Ford post the MSRP on their website but the actual resale could be 20% higher. It is acceptable to add a premium due to demand and availability but they need to make that clear on advertising and sticker price. All other dealerships advertise true price. Very disappointed as they were very straight forward in the past.,1,74
3345,29-Jan-18,"Seriously worst dealership I ever had to deal with! I know going to a dealership is usually not a fun experience and they all want to get as much money out of you as possible but this place is by far the worst. First off they put amazing prices on their website for vehicles and once you call or actually go to the dealership to check it out the car is either "" just sold this past week"" or they will make up a fee and add a ridiculous amount of money to it. Oh and if your wanting to trade your car in, don't expect to get anything Kelly Blue Book, NADA, or any other online website thinks the trade in value is. Apparently they just make their own price up for that too. So, I went in there to take a look at a new 2018 mustang and trade my 2014 mustang in which has 55,000 miles, only been washed by hand, only used royal purple oil for oil changes, and I put close to $1,000 into it putting custom leather seat covers in it, adding weather tech floor mats, and tinted the windows with a lifetime guarantee. They wanted to give me $8,500 for trading it in. I told the sales rep I looked it up on Kelly Blue Book and it says the trade in value is $11,059 not including the money I put in it. He said KBB is a western company and that they use NADA. So, I looked up the NADA trade in value. The NADA clean trade in value is $11,575. Then, I was talking to a sales manager trying to negotiate a price and I told him about the NADA trade in value, and no joke he tells me they don’t use NADA to look at trade in values, they use this other website. I can’t remember what that site was called. To make this story short, we couldn't come to agreement on the trade in or the final price of the car. Two days later, I look online and find a New 2018 Ford Raptor at the same dealership for $51,080. Amazing price right! So when I called them and tried to see if they still have it in stock and see what the price was, the person I talked to said there was not any sale reps in the dealership at the moment and they would call me back as soon as one comes in. This was at 8:15 am they open at 7:00 am. That seemed kind of fishy to me.  So I had a friend of mine call them 5 minutes later, and guess who answers, a sales rep. He told my friend the vehicle is in stock, but you need to add a $10,000 fee to the MSRP sticker price, so the final price is $61,000. 45 minutes later a female sales rep gave me a call. This sales rep said the vehicle is in stock but you have to add $15,000 to the MSRP sticker price. I said why do you have to add $15,000? And no lie, she stuttered and actually took a while to come up with an excuse as to why they add that much to it. She then asked me if I wanted to come see it and I said I only wanted to come see it if I can get it for the price you advertised on your website. She then said, “Ya we can’t sell it to you for that price"". I then texted the sticker for the vehicle to the sales rep I talked to about the mustang. He texted me back saying, ""yes that vehicle is in stock"". I then texted him if he wanted to sell a truck today and sell me for the price on their website and on the sticker then I will come up there and purchase it that day. You probably guessed it he never texted me back. So if you want some advice, I would not go to this dealership. All they do is play games, make up numbers, and try to screw people over. If you see a good price online for this dealership just add a minimum of $10,000 to it and that’s the real price. Also, I would never trade my car into this place. Expect to get a couple thousand dollars less than what the trade in value should be.",1,74
3361,01-Dec-16,"The salesman picked out a car from inventory and said he could trade for it.  We negotiated on the car and agreed on a price.  The sales manager came in and took a little more off the top and closed the deal.  He assured me they secured the trade and to come pick it up in 2 days.

When I got there to take delivery I discovered on my own they didn't get the right car.  I asked and they said it was, I referred back to our paper work and showed them it was not.  The sales manager Jeremy found out he could not trade for the car I wanted and he switched vehicles on our final offer paper and my final contract and paper work.  At no point during this process did they tell us they swapped cars.

After all this they wanted me to promise I would give them perfect marks on my survey they sent me.  All they care about is their survey.  Other dealerships want honest feedback on how they are doing, not perfect marks to hide their flaws.

Lies and lies after and I cancelled the deal.  ",1,74
3412,27-Jul-12,"First off, I was very pleased with my sales associate, Robert Miller. He helped my pregnant wife and I find the right vehicle for our growing family. He was very knowledgeable and easy to work with. I am pleased with the vehicle that we decided upon, the 2013 Ford Explorer. My issue is with the games they play to try to make money at Grapevine Ford Lincoln. I was initially quoted a price of roughly $39600 on my vehicle even after telling them several times that my budget was to stay below $35000. After haggling for 2+ hours to get the price to something I could live with, I was told that it would be just a few minutes until I would be ushered back to the finance guy, Brian Mainard. We sat there waiting for over an hour before anyone came by and inquired as to what we were doing. Once we got back to Brian's office, he pitched us 15 kinds of insurance for the vehicle, all sending the total cost well past my budget price. After I told Brian I wanted NONE of the extras he was trying to sell me, he put his sleazy car salesman hat on and ""worked the numbers."" He said he would keep my payments the same and offer me the extra services. I thought ""great,"" I'm getting these services for free. Essentially he lowered my interest rate, but charged my for the price of the extra insurance, keeping my payments close to the same, but again sending the total price well past the price we had shaken hands on several hours earlier. My question is, if he has the power to reduce interest rate with the wave of his hand, which was half of what he first quoted me, then why wasn't I offered the lower interest rate in the first place? I'll tell you why, because they only care about the bottom line and nothing about helping the customer into the right vehicle for the right price. Here is the kicker! Once I got home I searched cars.com, for similar Explorers, which I had done several time while researching what vehicle I wanted. Lo and behold our Explorer was on there. I must have missed it when searching before. The kicker is that the list price on the vehicle on the internet was only $400 more than what we finally agreed upon, $4000 less than the $39600 I was originally quoted. That would have been a great starting point! I hope you have learned something from this review, I know I have. Bottom line, I will never again deal with Grapevine Ford Lincoln and Brian Mainard!",1,74
3413,11-Jun-12,"Called Trent to verify price and ask about certain features on car after seeing advertised on website. He checked car came back and verified it had window tinting and alarm along with all features listed. After I informed him I was on the way there, my husband and I drove there. Upon entering another man named Mark said he would help me and we went on a test drive. We came back in and he showed us the price $299 more then the website price Trent had verified. We were told they had to add on for window tinting and the website price had accidentally been marked a $1000 too low but they would give it to me with an extra $299. I said I wanted the price I called and verified and they just told me same thing over and over. Several people called on days to follow and they all said the same thing. It was very annoying. I felt very very bad about the whole experience.",1,74
3418,08-Sep-10,"I tried at length to get a straight forward quote on a new vehicle and was given the old ""we only have one at the low advertised price...blah...blah."" Thru numerous emails they would change their tune on the avaiable discount which was very frustrating.  When I buy a car, I want the best price up front....period! So I email several local dealerships and request a quote.  The one with the best price and honest answers wins my business......that was not Grapevine Ford.",1,74
3420,01-Jun-10,"Was at that the dealership for an hour and a half before I even got the price on the vehicle I was looking at (rule of thumb, if you're in the business of selling you might want to know the prices). The price once i did get it was extremely high. After haggling for another 2 hours i got them down to what they called their ""absolute lowest"" price they could do and we parted ways from there. I had a friend call the next morning inquiring about the same vehicle and they gave her the price I had just spent 3 hours to get right off, over the phone. The manager informed me before I left that these deals dont come along very often. Turns out they do, I bought one a day later. It was newer, nicer, fewer miles, certified and less money. Thanks Grapevine Ford for not selling me a car... Your the best!",1,74
3434,06-Jun-14,Wouldn't honor sales add price. Sales manager stated it was an error and wouldn't honor the price even though they had plenty of that model in stock. I left disappointed. ,1,75
3437,01-Mar-12,"They gave me a quote for Skyactive Mazda3 iTouring on the phone and said they would match it to any other dealer (just to get me there). When I reached there, they even gave me a test drive for Skyactive Mazda3 iTouring. When we discussed about the price, the manager came in and said you cannot get Skyactive for that price. If they couldn't afford it, why did they call me there? Do not trust anything they say on the phone. They just want people to come to the dealership thinking they'll then buy the car at their price. DO NOT BUY A CAR FROM THEM. I rather recommend Town North. They were very friendly and stuck to their words.",1,75
3516,25-Apr-20,"If I really want to share my thought on this dealership, it would be 4 pages long. To some it up, I was told a vehicle was at a certain price. I agreed to the price with the sales person. Price was confirmed. Then they ran may credit. Credit over 700. When it was time to sign papers, the agreed price was increase because they added an extended warranty to my total without advising me in the beginning and saying it was not optional. If they do not reverse the inquiry, I will take this up with my general council. This is just one part of the issue with this dealership. Rude sale reps. Bait and switch tactics, need I say more!!!! STAY AWAY!!
",1,79
