,Index,Date,Reviews,Ratings,Serial,Spot Delivery,Label_APR
397,2219,16-Jan-19,"Purchased a Honda Pilot in early December. Salesman was nice. However after sale, service is awful. Never received license plates for vehicle from dealer. Called and emailed several dealer personnel numerous times for status of plates. Dealer did not return calls or emails. Finally, personally went to tax office to purchase my plates on last day of temporary tags. After approving financing through Honda at dealership, several weeks later I received a letter from Burleson Honda that they could not honor financing because my credit score was too low. I have an excellent credit score that is in the mid 800's. Emailed the finance manager, salesman, and general sales manager to find out what was going on since I had already made a monthly payment, down payment, and trade in. They never responded to my emails. Due to my business, I purchase numerous cars and trucks from dealers annually. In 49 years of purchasing vehicles from many dealers, this is the worst experience and dealer I have ever encountered.",1,46,0,1
2502,2220,21-Jun-18,"I went on line, found the car we wanted and made a deal.  Drove an hour and a half with checkbook in hand and wife to drive the new (Used) car home.  They added a ""Dealer Prep"" fee of $2,485 to the agreed upon price.  Finally came off that.  Then the sales manager, Tony Mirto and Marcus in the finance department wouldn't call me back.  I provided drivers license and insurance card as requested.  Still don't call back.  Then while I wait to confirm all the paper work was done before driving back to the dealership, I was text that the car was no longer available.  Worst car buying experience in my life.  I would not recommend this dealership or dealing with Tony Mirto, Sales Manager.  I am amazed to see that non of the employees I worked with are listed below.",1,46,0,0
2503,2221,05-Dec-17,"So today an employee called (stated their name and who they were from and asked if it was a good time to speak) i let them no it wasn’t ideal and tomorrow would work better. The employee said oh thank you ‘good luck!’?!?! What?!?! So i called back and asked to speak to the manager just to let them know it was a weird thing to say before a call reason had been explained or honestly any reason. The manager stated he knew the employee personally, then they listened to the call and said it the employee was fine said it all the time and that i just “wanted something” or to get the employee “in trouble” look I’ve worked in the car industry i understand you have to do these calls but really it was just not a really good way to earn business for extending warranties. After trying to explain this the manager just asked how many miles i have on my car and if i was interested in an extended warranty (uh no not after this interaction) and the. Told me i was just wasting our time!!!! WHAT!! I just said.. i guess i am.. and asked for his name but he had already hung up. NEVER RECOMMENDING THIS PLACE. After purchasing 3 new cars from Honda i will avoid this place like the plague. ",1,46,0,0
2504,2222,20-Nov-17,"Bought a brand new 2017 CRV, 3 weeks ago, left 3 messages for manager and salesman to return the call as I am experiencing some issues and concerns, no one has the decency to return the call",1,46,0,0
398,2223,21-Sep-17,"I walked in and stared I would not play the ""let me talk to my manager"" game. I told them I wanted their best and final or I would leave. I had bought a car here when it was under the old ownership and the service was stellar. When they came to me with an offer of 12% apr I said I was walking. Wouldn't you know it, he said let me go talk to my manager. He said they hadn't run my credit yet. So this 12% was based on what? Trying to scam someone? I had already told them that I have PTSD and wouldn't be able to haggle. As I tried to leave I was chased down in the parking lot and yelled at and called rude. After I left they called and said they didn't realize I was a VIP and that they could give me what I asked for in cost and APR. Too late. I went to another dealership and without a moment of haggling had the price and APR I wanted. Today I got a letter in the mail stating they couldn't approve my credit. The credit they said they hadn't run? The credit that got me exactly what I asked for at another dealership on a better car with no hassle. So, after purchasing 3 cars under the previous ownership, I shall never purchase here again. 

If you're looking for a sham, by all means go here. ",1,46,0,0
2505,2224,01-Sep-17,"I am very disappointed with service. I travelled 14 miles to get my car serviced which put me in more trouble and financial loss.  During service Burleson Honda employ broke my car's Lognut and Stud, even though the condition of all Lognut and Studs are very good.

Customer representative came to me with quote of $265 to fix the same. 

Ideally during servicing, if anything goes wrong by Burleson staff, they should fix it with full accountability. 

I got the new Lognut and Stud fixed in $37 from SEARs Auto. Now people can imagine how Burleson is looting people and making money through such filthy way.

Date: 17-Aug-2017
",1,46,0,0
2506,2225,09-Aug-17,"I wrote a Review August 2016 and you still have not fixed your issues.  Your sales process is amazing, but your parts and service department sucks!!! I paid for prepaid maintenance March 2013 and you have yet to get this fixed in your database on all levels! New Ownership took over in June 2017 and is blaming and pointing fingers at old ownership. You bought this place which means you assume all problems, issues, and need to fix them. You need to be a leader and have honesty and integrity. Your website says: ""Burleson Honda in Burleson, TX treats the needs of each individual customer with paramount concern. We know that you have high expectations, and as a car dealer we enjoy the challenge of meeting and exceeding those standards each and every time. Allow us to demonstrate our commitment to excellence!"" You need to get your words and actions aligned. You need to get access to all my records and get your database fixed. A customer should NOT have to keep a paper trail to prove what they bought from you!!! I will be contacting Corporate office again and using EVERY form of Social Media to get this fixed once and for all. You have more then pissed me off!
#HondaOfBurleson #BurlesonHonda #YourCustomerServiceSucks #ChangeIsNeeded #YourBusinessNeedsHelp #YourLeadershipIsPathetic #NoHonesty #NoIntegrity #NoValues #DoesntKeepTheirWord #TimeToGetYourActTogether",1,46,0,0
2507,2226,25-Jul-17,"In our first attempt at purchasing from this dealer over two years ago, I found asking questions about accommodations and specifics about how best to accommodate my wheelchair were met with disrespect, even beligerance. Assumptions that I did not know much about vehicles(my chosen profession for 20 years) were enough to push us to a different dealer. 
As another opportunity arose this year for another accessible van, I reached out hoping the last experience was a fluke but it was apparent the dealership has made no effort to treat those with disabilities with respect.
I may be only one customer but the availability of a much larger network to those with disabilities is significant. 
The dealership has been added to a list of businesses with a poor relationship to those needing accommodations. It is my sincere hope management will look closely, both as a local business but also with legal requirements, to respect this group of people who contribute to their community daily. ",1,46,0,0
2508,2227,23-Jun-17,"The person that helped us was very rude, made a huge mistake and charged us for the service. It took several days to ge the refund. We lease and will never do that again. That was a huge costly mistake! We were told that this person was leaving the dealership and it showed.

We want to take our vehicle to another dealership for service and to trade it in when it is time. ",1,46,0,0
2509,2228,04-Jun-17,"I went there last time I got an oil change and according to my inspection checklist everything was in good shape so im assuming they physically looked at my car and nothing was wrong....well when I went for the next oil change again they said my car was way over due for the transmission fluid before they even looked at my car and that it's required at 30 miles, I was already at 45 miles. All I know is when I take my car to the dealership I take it for them to physically look at my car and for them to tell me what it needs, not for them to pull an assumption out of their xxx. So they were either not doing their job the first time or the 2nd time they were just lying to me to get money out of me, and also they need to learn how to wash and vacuum a car because they couldn't even do that right. ",1,46,0,0
2510,2229,25-Apr-17,"BAD SERVICE AND DO NOT COME HERE, THEY ARE SAKE HAND TOGETHER TO GET MORE MONEY FROM CUSTOMER. AND BE CAREFUL WITH ALL THE PAPER YOU GOING TO SIGN WITH THEM.",1,46,0,0
2511,2230,17-Apr-17,Paul is very unprofessional. I wouldn't recommend him at all. I would actually go out of my way to let people not to go up there. Such a dishonest group working there. Maybe that's why they're going bankrupt. ,1,46,0,0
2512,2231,20-Mar-17,"Absolutely terrible dealership.  Their finance department is really horrible.  After purchasing a new Honda Pilot, my wife and I had to wait over two hours for closing to sign papers (and we had an appointment).  This dealership advertises lifetime warranty on powertrain for all new car purchases.  However at closing, the finance person tried to get us to sign a document stating our new Honda Pilot was excluded from the powertrain warranty.  When asked why, were told that the manager stated we were given too good of a deal on the purchase.  Customer service after the sale is also pitiful.  Once they sell you a car, there is no support. We were not even introduced to anyone in the service department nor offered any incentives to bring the Pilot back for service.  In fact, no one even said ""thank you"" for our $40,000 purchase.  The dealership offered me a price on my trade-in and then lowered the offer, stating it could not be sold on the lot but would have to be taken to auction because of a slight repair where a dog ran into the fender.  When I went back to the dealership for a service issue, my trade-in was on their used car lot for sale (and after talking to a friend of mine this dealership told them the same thing about their car). Trust me, go somewhere else!",1,46,0,0
399,2232,17-Mar-17,"The good: the list price for the 2014 Honda Odyssey was relatively low, so I drove from Oklahoma to check it out. The list prices for the Honda Odyssey are higher than the retail blue book value. I was wrong in looking up the blue book value for this Odyssey having an alloy wheel option, which it didn't have, making the blue book value even lower than the list price.

The bad: there is a lot of it, and there is no excuse. Carl Rathburn, before I drove 5 hours, told me on the phone that as an out of state customer, I could finance using any bank in Texas. I am a USAA member, and USAA IS based in Texas, and therefore it was easy to think I could buy using financing through USAA. Carl told me it would be accepted. Then I get there, and was informed by Carl and a sales manager that they could not take my USAA financing, because I lived in Oklahoma, and that it was a company rule. The reasons: IF the payment didn't work, then they could not easily come to Oklahoma to take back the van I would have just bought, and so they cannot take USAA customers from outside Texas. Never mind that you could drive 5 hours within Texas. So that was a crap reason for the company rule. Now for the additional facts: Honda of Burleson is a USAA Certified Dealer. I found the van I purchased through USAA's Car Buying Service, which gave me a price. Honda of Burleson is supposed to honor their agreement with USAA and accept USAA financing, and for me, they did not, violating their deal they have with USAA. I was instead stuck with their dealer financing, not in a position to apply to any other Texas-based banks' loans due to time, and their dealer financing was an entire 1.99% higher APR than my pre-approved USAA loan.

The cherry on top, the rub my face in the dirt, is that their dealer financing bank, TD Auto Finance, has no location in Texas. On the TD website, they have locations to contact them in Michigan, Maine, and South Carolina.

Later, when I got my permanent license plate, I discovered the screws for the license plate do not match up with the holes, so you can only just start to screw them in.

Also, they did not come down on their list price at all after I counter-offered, so other Honda shoppers will want to remember that if they shop at Honda of Burleson. My reasons why they should have were that it was missing a key ($200 or so to replace) and there were about 800 more miles than they listed it as having. It was also above the retail value by I think at least $2000, however, I did not mention that like I should have.

My experience with Honda of Burleson was dissatisfactory. Carl Rathburn, at best, was too lazy to figure out that they would not accept my USAA financing before I visited, and at worst, lied about it to get me to come see the van. I do not know which it was. And it is a lie that I was going to be required to use a bank based in Texas when Honda of Burleson hypocritically does not have a dealer financer based in Texas. Unfortunately, I have to admit I was screwed and I regret making the deal, which is partly my own fault, I know.",1,46,0,0
2535,2259,10-Apr-20,"Humble Hyundai is not trustworthy. I love the car but can't trust them to perform maintenance services. My engine qualified for a recall. I was expecting a new engine as recalls replace the defective part with a new part. I was told it would take two weeks. It took four. The dealer informed me I received a ""refurbished"" engine. I asked for documentation as to how many miles the ""refurbished"" engine had. They refused to provide that. For all I know I exchanged an engine with 100,000 miles with one that has 200,000. Worse, they may have just ""fixed"" the first engine hoping that would ""solve"" the issue. The point is I don't know and they won't say. Imagine the conversation I will have with another dealer or buyer when it comes time to sell or trade in my vehicle. My odometer says 106,000 miles but since this isn't the original engine I don't know the true mileage. I don't see a buyer giving me any value for my car after that conversation.

I heard from the dealership with 15 minutes of writing a negative Facebook review. I was promised documentation from them stating I received a new engine within 24 hours. Five months later I still haven't received anything. And to kick me while I was down, they installed two new tires because they ran over nails during a test drive. Ok, good service there. Except one of the new tires developed a bulge on the side on my way home. Instead of taking it back, I went to my regular mechanic and paid for a new tire for $115. I'd rather pay than trust them with ""free"" warranty work.",1,47,0,0
2536,2260,05-May-17,Never use this dealer. They are a bunch of shady untrustworthy characters who tell you one thing and then put something else in the contracts.,1,47,0,0
2537,2261,29-Apr-17,"I brought the car I recently bought in to get the inspection so I can get the license plates. Jessica checked me in, I thought it would be a quick event however,  I sat in the waiting room 3 hours with no word, before I went and told them I had 
an appointment in 15 minutes I needed to get to so I needed my car back. Its at that point Jessica tells me they can't get my car to pass inspection and asks if they can give me a loaner car so I can get to my appointment. I agreed, she said they would detail and clean the car for all my trouble, and I left thinking I would get my car back the next day, Friday. I waited with no word till It was Tues 5 DAYS! I called to check on my car since I still had not heard a word from the dealership! Jessica says she they got the part in and  would ""try"" to have it done tomorrow, Wednesday. I was angry at how long this is taking and no one bothered to call and tell me what was going on. So I asked her, please CALL me and let me know, keep me posted! She apologized and assured me she would do that. Wednesday came and went, no call, Thursday came and went, still no call, Friday afternoon still no call!! I had my secretary call and tell them I'm coming to get my car NOW!  Oh its done, they tell her. ITS DONE? GGGRRRRR Of course NOBODY called. And when I picked up my car do you think it was detailed..... NOPE! Not one thing that girl said to me was the truth! NOT one thing!
This place used to be great for service till they hired her!! And on a side not that brand new car has something wrong with it, when your in the car 30 minutes you begin to taste something in your mouth and nose. Its like a oil taste, or something. After about an hour especially with the AC running the headache will start pounding in both temples. After about an hour and a half you have to get out of the car! Maybe I'm allergic to some chemical they use in new cars and maybe not. I did have other people in the car and never said a word about this and yet they started commenting about the funny taste they suddenly had in there mouth. One person blamed it on their breakfast. It's not your breakfast I explained, its this car.",1,47,0,0
2538,2262,20-Feb-17,Salesman was friendly Robert tried to make a deal but we were misled on leasing vs buying and after being promised vehicle next day still had no vehicle 5 days later,1,47,0,0
2550,2276,10-Feb-20,"Just purchased a 'new-5119 miles' loaner car for my wife.  Huffines prides themselves on a 'low price guarantee' based on integrity according to their website.  I found integrity lacking.  The finance people were nothing but lacking in integrity. After review of the edocs given after the sale, I found most forms are not complete.  The sales tactic included payment info prior to repeated requests for an interest rate offer to both the sales person and the finance rep.  Sales person committed 3 years maintenance program free and finance said it did not apply to my purchase.  After having the sales person come into the finance office and apologize for his 'mistake' we informed him that was not acceptable.  I have deep reservations concerning the service contract that was provided based on this initial lack of integrity. ",1,48,0,1
2551,2277,26-Dec-19,Update in my experience. Its now about 6 weeks after and still having worsening issues with my head unit that randomly xxxxs off and makes loud buzzing noise. Finally get a hold of dealer and parts have been there for i sont know how long but they have forgotten about me. I have moved so can go to another dealer but now have to wait again for parts ordering because the advisor mario told me they wont send to other dealers. Which is strange because i know other hyundai dealers have bought parts off nearby dealers for cars. Maybe huffines just doesnt like other dealers at the expense of their customers needs. ,1,48,0,0
2552,2278,15-Oct-19,"I went in with a quote from AAA/ true car discount. They still use the good guy / bad guy technique. Andy So was my salesperson- he was friendly  but used the hard sell  today only deal , everything was no problem. Then when I went to finance with Frank he played a harder, it is a problem game. should have walked out, when your are in moment you forget you can always do that.",1,48,0,0
2553,2279,01-Sep-19,"The worst Service Department it's crappy , I left my car 32 days to be fix the Driver's seat and was not fixed. It's not the first time I take my car to be fix for the same problem and every time they come with a different outcome.
But this last time was on 08/29/2019 I received a call from the service adviser to bring my car to the dealership because there was a Hyundai engineer that will check my car and I left the car I took a picture to the Odometer and also I have a Dashcam and the next day I received a call from the same service adviser saying the engineer made a Test Drive and was not able to duplicate the problem \.
But wait How come he made a Test Drive and the Odometer it's showing the same mileage as when I left the car?
Also the Dashcam do not show any activity during the day I left the can and the next day.
This is incredible how this dealership Lie to their customers to get out of the problem.
I will never recommend this dealership for their service department they waste your time and lie.
I
My car has the problem since new and it's being there more than 7 times and every one of the times they lied to me inventing that they change seat when it was not, that they changed the seat frame when it was not , that they changed the seat cushion and it was not changed.
I made a complain direct to Hyundai but it looks they protect their partners the dealerships and they do not care for the customers who in reality we are the consumers.
I'm looking to Pursuit Legal action, because this is not acceptable I paid $28000.00 for a car and they gave me a jerk.
I will give less than CERO STARS but system doesn't let me do it.
Take your vehicle to other Dealership fro Service if you really want to be sure that they will service your car promptly.  ",1,48,0,0
2554,2280,03-Jul-19,"Went online 2 days ago to look up the service department phone number. Chat box came up asking if I needed help, so I made the service appointment online. It was an extended warranty situation with my airbag and seat belt lights. Gave her all the necessary info and she swore to me that they would call me later that day to confirm my appointment. Heard nothing. Went online this morning to confirm the appointment. Chat box lady said they had no record of my appointment. Gave her all my info AGAIN and she said the service dept would call me to confirm. They called, but wanted all my info AGAIN so I gave it to them. She confirmed that I had a 10:30 appointment. I arrived at 10:30 to check in and guess what?? The guy who came out to the service bay said there was NO RECORD of my appointment in their system!!! So I gave all my information to them for the FOURTH time within 48 hours. Unbelievably frustrating!!!!!",1,48,0,0
2555,2281,20-Mar-19,"I tried to buy a used car from this Huffines location in Plano. I have previously bought two new Hyundai cars from this dealership. I had been servicing 3 currently owned vehicles here for the last 9-10 years. I had dealt with Walter in used car sales to purchase vehicle for my daughter. All was well (or so we thought), we picked the CPO vehicle she liked and did the paperwork. We paid and took possession of the car on 3/16. Drove away, daughter tried to pair her phone to what was described to us as the HANDS FREE calling system. It turns out that this was misrepresented, it is only hands free to answer a call, to make a call you have to use your hands to utilize the touch screen/radio panel and dial your number; NOT SAFE. We immediately contacted Walter, who at first insisted it was hands free, told us to bring it back in and he would show us. Turns out I was right, Hyundai, Carfax and salesman all showed this as hands free system, but is not. Walter showed us a different car, a little more expensive but true hands free calling. I am thinking that since this was a clear misrepresentation by the sales staff, there will be some movement on the price or some accommodation made. I wasn’t expecting it for the same price, but I assumed it would come down a little bit, BOY WAS I WRONG! I attempted to speak with the PreOwned Director, Robert Spriggs. I started to explain the situation and that I am a repeat, loyal Huffines customer and explain what I was hoping for. What a waste of time, he is without a doubt, the NASTIEST, MOST UNPROFFESSIONAL  AND generally UNPLEASANT individual it has ever been my misfortune to deal with. There was no discussion, no back and forth, no apology, no nothing; just a take it or leave it attitude, so we left it. I guess his business is so good, they did not need mine. I encourage you to avoid this establishment. There are a multitude of dealerships to bring your business to where it will be appreciated, unfortunately, this is not one of them. I did speak to the General Manager of the Hyundai/Chevy Huffines Plano site, Mr. Roosevelt May the next Monday. He was very nice and apologetic but it was too little too late at this point. We had already purchased a different vehicle at a different dealership. For less than $1000 more than what Robert Spriggs wanted to charge me for a 2 yr old vehicle with almost 40 K miles on it, I got my daughter a brand new vehicle with 8 miles on it and a full warranty! I will be taking my business elsewhere and would encourage all who read this to do so as well!!!",1,48,0,0
2556,2282,05-Mar-19,"My elantra’s lease was about up so I swung by  ago to get a replacement sun visor they didn’t have one in stock. I asked to be kept In the loop of when they would get one in stock they said yes. Two weeks past I didn’t receive any call. I called them asking and they said that they don’t keep that part in stock and would have to order it,but that it would be covered under warranty. I bought a new car in the mean time and I wait another two weeks no response I call them again they say to come in I show up wait for an hour and a half before they notice me after helping people who arrived after me. Then they tell me the part wasn’t ordered and that I needed to bring the Elantra in for them to replace the visor. After another two weeks I walk in on a whim and buy the visor for 106.00 and left in my new car to replace the visor myself. The only people who know how to do their job are the ones taking the money. Greg got me my visor and I was out in 10 min he was great everyone else though.",1,48,0,0
2557,2283,01-Mar-19,"Our family has been loyal Hyundai customers for several years now. We are on our 3rd and both of our kids own Elantra's. We have been to three different Hyundai dealerships, all of them were exceptional. So when my son took his car to your service department, I was not worried at all. Now I am baffled at the poor treatment in the service department. He had an appointment scheduled in advance, he dropped his car off and returned to find out not only was his car not done, but he had to come back because, ""they can't get to it till Friday."" So they gave him a ""loaner"" car that he now has to pay $50 to use because of their mistake. So as a recap, he took time off work to deliver his vehicle, he coordinated a ride to and back from the dealership, he called service before returning to get his vehicle, he left the dealership with his broken car, had to bring it back several days later so he could pay an additional $50 for their mistake. We only hope and pray the vehicle is done today. I have directed him to use the dealership in Mesquite from here on out. We will still buy Hyundai's, but we are sad about this service department.
",1,48,0,0
2558,2284,12-Jul-18,"My wife and I took her car in for a recall on the gas tank straps. She had a 10 am appt and we arrived about 9:30am. The service rep was named Dale. He informed us it would be about 1 1/2 hrs to 2 hrs to complete.
We had things to do else where so we left and came back at about 2pm. The car was NOT done and Dale was at lunch. No one knew what the status  of my wife's car was so another member of Dales group came out and said it must have been delayed due to an unexpected longer repair on another car.
I did not accept this but we were asked to text him back about 3pm to get a status. We did and got no response but we were close so we came in and my wife told me to go home since I followed her there originally and she would wait. She had spoke to Dale after I left and he told her that since we left he felt we were not in a rush and did NOT even have them start the work! The work did not get started until we returned at 2pm and the other guy went to check. He must have got them started and never said a word to us. The car took over an hour to complete. I have had bad experience twice with Huffines with my own car for warranty service and started going back to Absolute Hyundai whom I bought my car from and always had excellent service since. I will NEVER go back to a place that they blow you off then lie to your face.",1,48,0,0
2559,2285,25-Oct-17,"My experience with Henry Bedu-Mensah was excellent.  I give him an A+.  I will certainly buy a car from him again and refer family and friends to Henry.  However, my experience with dealership as a whole was deeply disappointing, particularly with the Sales Manager who ""Applauded"" me for being a woman and having the courage to buy a car on my own. I am happy with my Hyundai Accent hatchback and am happy to be done with the buying process which was a frustrating experience.",1,48,0,0
2560,2286,12-Jul-17,"Before travelling to the dealership I asked Elise Miller about one specific car.  She said it was still available.  However, when I got to the dealership she told me that it was sold the day before.  Obviously one can't be true.  Now, over a week later I see that same car is still for sale on their website.  So I know that she lied to me when I was at the dealership.    Also, I asked specifically about incentives that I would be getting with my purchase.  She said that I they would be applied.  When signing the paperwork I fell for the salesperson tactic of pushing papers in front of me saying ""just sign here.""  I should have been more diligent.  I didn't get the discount for financing through HMF like I should have.    I'm content with the car and the price I paid.  However it is frustrating that I didn't get the car I wanted because I was lied to by the salesperson.  It's also irritating knowing that I paid more than I should have.   That's as much my fault though I guess.  I would consider buying from Huffines in the future but I would never deal with Elise Miller again.  In my experience she isn't trustworthy and doesn't do what she can to make sure the buyer gets the vehicle that they want.",1,48,0,0
2561,2287,31-May-17,The deal was for 74 month and $250 a month. Bottom line.  84 months and $263 plus $1000 .more down. Now the $21000 with 3500 down will cost $2600. Thanks for nothing. Timothy Tripp,1,48,0,0
2562,2288,13-Apr-17,"I was a returning customer, and recently purchased a Tuscon from the same sales person I had previously purchased from. I also recently refereed a friend to this dealership, who ended up purchasing a Santa Fe. Last time the salesman was great. This time he was not. Please see the following reasons why I will not purchase another car from this dealer, nor will I ever refer another friend:  1. He gave me a price and did not explain to me that the number we agreed on was dependent on me qualifying for a loyalty rebate of $500. Instead of just eating the $500, I ended up having to spend $250 more than we had agreed on. This made me VERY mad.  2. After all was said and done, I was pissed about the $250 extra I had to pay, but still wanted the car. THEN, the number the salesman sent to finance was $500 more than we agreed on. If I did not catch the error, I would have been out that $500!! 3. THEN when the vehicle arrived a few days later (they did not have the color I wanted), it did not have a cargo cover. I was told the car would have EVERY feature the car I test drove had. The test car had a cargo cover. When I asked if I could have a cargo cover, I was told I would have to pay $190 EVEN THOUGH IT WAS SUPPOSED TO COME WITH THE CAR.   Mike Manfred was very friendly the last time I worked with him. This time it was clear he only cared about making a sale and didn't care that it was a HORRIBLE experience. Still can't believe he didn't get me a cargo cover that I was promised and seriously expected me to pay $200, even after I already paid $250 more than our first agreement!  With all of this said, Kyle in finance was a joy to work with.",1,48,0,0
2563,2289,21-Feb-17,"There's this guy called Lamar Rogers who I believe is the finance guy. He is rude and will talk to you like you never bought a car in your life and do not know what financing means. He will try to sell you his plans and if you don't buy them, he treats you like crap! I wouldn't talk to him again!",1,48,0,0
2587,2317,12-May-20,"EXTREMELY BAD CUSTOMER SERVICE SKILLS. 
NOT HELPFUL AT ALL! WASNT ABLE TO GET IN TOUCH WITH ANYONE ABOUT THE VEHICLE I WAS TRYING TO PURCHASE.",1,49,0,0
2588,2318,15-Jul-19,"After being told I was approved, being congratulated, signing a whole bunch of paper work and driving home. Salesman calls me and tells me I was never approved and need to return my new car to the dealer. After explaining this entire situation (more details being retained) I still wound up with no car, help, or compensation. 2 times Hyundai of El Paso has wasted my time and effort (any money). Please be cautions and don’t get your hopes up. I will never return.",1,49,0,0
2589,2319,04-Jan-19,"Email I sent to Hyundai of El Paso: 
I just wanted to advise you that you all lost a valuable customer and I will never take my vehicles to you all again.  My wife took her 2018 Hyundai Elantra Sport for a new tire and was initially quoted $150.00.  I thought that was high due to the fact that Discount Tire has the exact tire for $105.00.  The convenience of your location to my home and being a regular customer I decided to give you all my business.  HUGE mistake, the total jumped to $189.00 the day we decided to get the repair done.  I should've just said NO and taken it elsewhere, but being loyal or stupid I had the work done at that price.  When my wife picked up the car it miraculously jumped to $214.61.  I hope you all are happy with the extra cash you all swindled from me because this will be the last cent you ever get from us.  I purchased two vehicles (2018 Elantra/2015 Tucson) from you all and WAS planning on purchasing one this year for my 16 year old daughter.  Also, I plan on leaving poor reviews on every website that I can find about your shady business practice.  

Response: 
 Hi Eric,
I recently received your online request and I was hoping you could answer a few questions designed to help me to better assist you. Serving our customers' needs is my highest priority, and I want to be sure that I have addressed your request appropriately.
1. Have you purchased from us before?
2. Will you be taking advantage of our finance options or paying cash?
3. Will you be trading in a vehicle?
Please reply back at your earliest convenience.

This pretty much sums it up why I will never do business with these people again!!!!!!!!!!!!",1,49,0,0
2590,2320,14-Oct-18,The service has been the worst experience I’ve ever had with any dealership! I have been waiting on my car to be ready for almost 2 months now. I took my car in again over a week ago and have had no contact as to what the status is. Last time I’ll be purchasing from this dealership!,1,49,0,0
2591,2321,29-Sep-18,"Don’t ever think of buying a Hyundai or going to this place.With this price you can even buy a lot better Japanese or American cars.
My car engine that was under warranty got replaced  after 5 months! 
Yes 5 months! The car was unattended under sun exposure for 5 months.
And interestingly the company representative said that it is quite normal to take 5 months to replace an engine on a Hyundai car.Even if they had sent the engine from South Korea with a boat it would have not taken this long.
They also ripped me off as of about 400$ for some very minor paint  that was scratched off the rear bumper as big as of 3 chickpea sizes which was already present on the bumper when i got the loaner car and I disregarded it because I never thought these people will ripp off customers out of even their loaner cars.They had threatened me indirectly through the case manager of Hyundai USA corporation that if I don’t pay that money and don’t return the other loaner car when the engine was replaced after 5 months , they would charge me other fees.
Don’t buy Hyundai snd avoid tbese people!!!",1,49,0,0
2592,2322,04-Apr-18,"EVERY WAS FINE WITH THE DEALERSHIP UNTIL I TALKED TO THIS GUY ( DAVID BORJA), HE IS NOT READY TO BE IN CHARGE OF THE DEALER, IT IS A BAD MANAGER BUT WORST PERSON.

ESTOY CONTENTO CON EL DEALER EXEPTO CON DAVID BORJA ESE TIPO NO SABE SER UN MANAGER Y ES UNA MALA PERSONA",1,49,0,0
2593,2323,27-Nov-17,Service advisor Arturo didn't tell me that my vehicle had a recalled that was going to damage my vehicle.  2 years later i was thinking that my car was broken and when i took it to my personal mechanic he advise me to look at the Hyundai forums and that there was a recall and hyundai had to fix it.  So I did and i got a new engine thanks to the forums.  To bad my service advisor did tell me this 2 years ago.  ,1,49,0,0
2594,2324,22-Nov-17,I have had a problem with the vehicle I purchased.    It seems as though they are looking into the situation now.    If it is resolved.    I will update my review.  ,1,49,0,0
2595,2325,03-Nov-17,"Manager and sales person played with our needs, since the beginning they knew it wasn’t a done deal and still they did not care about our real needs, is unbelievable that a sales manager doesn’t know what the bank requirements to get a car and still they just used us to reach a sale and left us with nothing afterwards",1,49,0,0
2596,2326,04-Oct-17,Never have I ever felt so frustrating in a service place...worse consultant to have ever gotten Tommy...I don't have other options here in El Paso but will defently never get the same consultant again he has no clue what is going on with his clients...well at least not with me ,1,49,0,0
2597,2327,03-Oct-17,Not a pleasant experience with Kwasi. The only reason I purchased the vehicle was because Mr.Lucer stepped in. After the purchase I had a blow out on the right front tire. This was only 3 days after (on tues) and it was like pulling teeth to get it replaced. I went back and forth with Kwasi. He was somewhat helpful at first but when I decided my safety was at question and I went in Wed to get my tire replaced (which he had organised to do on Thursday) he was infuriated. He stayed sending me very unprofessional text messages which I have saved. As I mentioned before he insinuated that I couldn't wait and it was my fault I was not getting whatI wanted. All I WANTED WAS TO FEEL SAFE IN A CAR THAT I HAVE WORKED HARD FOR. My experience with this man left me bitter about purchasing a vehicle. This should have one of the happiest and proudest moments of my life as it was my first NEW car purchase. I don't even want to go to the dealership for any services because is rather not see him.,1,49,0,0
2598,2328,23-Sep-17,"I did not get my spare key, I was also not called when my plates/key were available. When I came in to get my plates/key it took almost an hour",1,49,0,0
2599,2329,17-Sep-17,"Unethical, unreliable and untrustworthy finance department. Finance person was more interested in not having to pay child support than being honest and straightforward.  The minute an issue arose regarding pay off of trade in, I should have been contacted by the dealership and not my bank!",1,49,0,0
2600,2330,25-Aug-17,"If you expect customers to have names, then have the dealeship provide business cards of everyone you deal with. Stupid to ask their names without them.",1,49,0,0
