,Date,Reviews,Ratings,
123,13-Jun-17,"My wife and I had a very good experience at this dealership.  We were looking for our first vehicle purchase together and worked with the staff to test drive different models, as we weren't sure what would work best for us. Everyone was very helpful, informative and made it easy for us choose the perfect car, and we LOVE it. We would definitely recommend this dealer to friends and family.",5,
125,12-Jun-17,"My wife and I had a great experience. We knew coming into the dealership a good idea of what we were looking for. Sean was able to fine tune it, and showed us the car that we ended up buying. He never pressured us, but was able to answer any question we had.",5,
126,11-Jun-17,Cody was AWESOME!!! Great personality and didn't push me to upgrade. Everyone at this location is Great.  I live in Escondido next to another Hyundai dealer and I will only go to North County Hyundai because of the crew that works here. Always professional and humble. This is our 4th vehicle we have bought here because of the great service provided to us. We will and have recommended North County Hyundai to all our friends and family.,5,
127,10-Jun-17,"The team at North County Hyundai were great to work with on this deal.  The emails and calls took about 15 minutes total to come to an agreed upon price, then my test drive and then signing the paperwork. Overall in less than an hour I had a great deal, a new car lease and am heavily pleased with the experience.",5,
130,09-Jun-17,The Hyundai Santa Fe is a delightful car and meets all our needs. The sales staff and finance department were professional and knowledgeable and the experience was painless.,5,
132,08-Jun-17,"Impressed with the knowledgeable staff, their professional and friendly approach.  So impressed with the vehicle that we concluded the purchase at the end of the first test drive.",5,
134,03-Jun-17,"We had a good experience buying our car, even though I was not crazy about the idea in the first place.  I liked my Prius just fine, however Joe Murray convinced me -- using no pressure -- that the Hyundai is better car.  See previous page.",5,
136,03-Jun-17,"Perfect experience. First time in 12 years that I even looked at another car. I am very satisfied, so far, with my purchase and the service. The first Hybrid I have owned and I know no one that has one so I am anxious to see how it is on gas and on the road.",5,
137,03-Jun-17,"The team at North County Hyundai made this car buying experience easy, comfy, and relaxed.  Emanuel is incredibly knowledgeable and goes way above and beyond for his customers.  We absolutely recommend buying from this top notch team.",5,
139,02-Jun-17,"Alex was timely and knowledgeable, walking me through each step with great care. There was a lot going on when I was there and he was able to balance everything gracefully and was clearly getting everyone's needs met. Great experience, great guy. Ten thumbs up.",5,
140,01-Jun-17,"ny overall experience was very pleasant the salesman who helped me was very helpful, he listened to  what I am looking for in a car and gave me options. I appreciate it a lot I know he was on his way to get lunch when I saw him at the parking lot but helped me until I finish getting my car. Thank you.",5,
141,01-Jun-17,Thank you for a easy transaction and smooth deal. Had a less than favorable experience in the past but this time it was smooth all the way through.,5,
145,26-May-17,"Cody was extremely professional, personable and very honest. He catered to my individual needs and was able to provide excellent service! The entire dealership assisted in any way possible and were all very friendly.",5,
146,26-May-17,The people we worked with were as amazing as the cars. Great customer service. Aron and ross are great at helping and answering any questions. Some guy in a tshirt who walks around and sits behind the desks is rude as xxxx and I cant stand him but everyone else was great.,5,
147,26-May-17,"Highly recommend North County Hyundai for a high-end car for a very reasonable price then this is the best place to get it hands down,  very happy with the car",5,
148,26-May-17,Great experience !!!Not what buying a car used to be. Friendly and professional organization. I would definitely recommend this dealership to my family and friends,5,
149,24-May-17,Friendly staff introduction to service department met with ease.  I was taken around the dealership to know where everything is located should I have any questions.,5,
150,20-May-17,"I know I'm  going to be making a big investment and I don't want any shinnigans. I didn't get any. Josh knew the car, the area, and the competition. I actually enjoyed this experience!",5,
151,18-May-17,The salesman made the purchase very easy. Pricing was very fair and happy with the car. The car has a lot of options that I cherish.,5,
152,18-May-17,"Our sales person Emmanuel knew that we were smart shoppers. He gave us the price we wanted without making us wait an hour for the initial price.  The whole staff was extremely attentive and friendly.  Emannuel seemed extremely genuine and straight forward with us which made the whole experience more pleasant.  We were in an out of there within two hours!  This was our fourth Hyundai dealership to deal with, and they were by far the best one we worked with.  We will definitely recommend them to all our friends looking to buy a new car. Thank you North County Hyundai!!!",5,
153,18-May-17,Eric was a joy to work with. We were in and out in two hours. Manager also very helpful a new Carrie in finance was efficient and nice.,5,
154,17-May-17,My experience at north county hyundai was great! It was a very smooth process and I got an awesome deal. I will most definitely be coming back in the future for my next car purchase.,5,
155,14-May-17,Great experience and knowledgeable staff! Quick through finance and out the door just like I wanted.  I would definitely recommend to anyone that's wants a Hyundai.,5,
156,13-May-17,"Pretty impressed with Cody's help. Very helpful, knowledgeable and wasn't pushy at all.  No hassle, which was amazing.  Didn't know car dealers like this existed anymore! Thank you!",5,
158,11-May-17,"I was very satisfied with Cody's professionalism and his understanding that I was short on time.  He gave me the information that I needed to understand the purchase, and agreed that I did not need some of the more expensive items.  In other words, I was not pressured to buy something that I did not want or need.  The car was purchased for my daughter, and it was a surprise.  Cody helped us with our plan to surprise my daughter, and my daughter absolutely loves the car.",5,
160,08-May-17,Every thing was fine. I have no specific things that I wish to discuss. I will recommend your dealership to others. Thank you for your professionalism.,5,
161,07-May-17,I would highly recommend North County Hyundai to any of my friends or family interested in purchasing a new vehicle.  I never once felt pressured or annoyed throughout the entire process.,5,
162,06-May-17,We must like it beacauae we have gotten about 5 cars from this dealership. They are always willing to work the best deal with us without giving us the runaround.,5,
163,06-May-17,"great staff, quick, straightforward. Chad and Carrie were great to work with and very helpful on multiple levels. They explained things where necessary and gave me straightforward answers to questions that I asked. I would definitely recommend them and appreciate all of their help.",5,
165,04-May-17,Sean was professional and I was able to get the car I wanted at the price I wanted. The team was knowledgeable and even though I was not sure I was ready to buy they worked with me to get a deal that met my needs.,5,
166,04-May-17,Totally awesome!!! Everyone was very helpful and knowledgeable!! Ross and Emanuel were great! I love my car and I'm totally happy with my experience!,5,
168,04-May-17,"We recently purchased a Hyundai Hybrid Ioniq from the North County Hyundai dealership in Carlsbad, CA.  Our experience in buying the car was surprisingly pleasant.  Justin our sales person was very helpful and straight forward with realistic and honest accommodations to our requests during the purchase of the car.  He made sure the car was cleaned and with full tank of gas when we received the Ioniq.  He also followed up several days later with us to make sure that we were doing well with the car.",5,
169,04-May-17,"I had an extremely pleasant experience from the second we arrived, to the test drive, to signing off on my lease. Everything went so fast, but I already knew which car I wanted. The staff was very friendly and never tried to sway me. I felt very comfortable and took my time with learning about the car.",5,
170,03-May-17,"My lack of credit history has made it tough for me to make large purchases.  I met Joe and explained my situation and he and the finance team didn't stop until they got me a payment I could afford without inflating the price of the car and applying every imaginable rebate as well.  Soon, I was driving off in my new Elantra!  Thank you to Joe and his team for going above and beyond with truly exceptional service!!!",5,
172,30-Apr-17,Josh greeted me and was very friendly but not pushy.  He rearranged the cars in the lot so that I could test drive the exact car I purchased. He demonstrated the new safety features and made me feel very secure.  Went above and beyond to deliver car on Easter Sunday.,5,
173,29-Apr-17,Will come here for the great service again.  We had a Elantra before and they helped us get into a better car for our growing family.,5,
174,27-Apr-17,"Great experience, great price, Sean did a fantastic job,  very genuine and up front. Patient, we even came back the next day to seal the deal since it was getting late and we needed time to think about it.",5,
180,18-Apr-17,"Easy to deal with, no pressure applied from anyone who worked there. Didn't feel like I was being forced into something and Joe Murray was more than helpful at getting the price to what we needed it to be.",5,
181,14-Apr-17,Outstanding experience.  Would definitely recommend Hyundai Carlsbad.  I feel that I purchased my vehicle for a fair price and taking ownership of the vehicle was straightforward and fast.  Thank you!,5,
182,13-Apr-17,The dealership has been outstanding to us so far. Thank You North County Hyundai. We have added a few extras on our car and they look great.,5,
183,13-Apr-17,The customer service there was great. They worked together as a team to provide me with the best options. Making the process easy for me. I really appreciate their service.,5,
184,13-Apr-17,I had a very good experience with North County Hyundai and my salesperson Sean. Sean was very helpful with all the functions of the car.,5,
185,08-Apr-17,Everything from test drive to closing of the sale went well; I am looking forward to having a relationship with this dealership and service dept.,5,
186,08-Apr-17,I have been with North County Hyundai for over 15 years. Gillian Cruz the service manager is stellar. She is the main reason I have stayed exclusively with North County over the years. Upon her recommendation I began leasing. This is my second lease. The salesperson Christian Alvarez was extremely professional and patient. He took all the time with me that I needed to feel comfortable in leasing for the 2nd time. The new 2017 Elantra is a great car.,5,
187,06-Apr-17,Thank you North County Hyundai for the friendly treatment and the fun atmosphere at the dealership.  Carrie and Emanuel rock ! Thank you also to the desk managers Robert and Ross that gave me a great deal on the car.,5,
188,05-Apr-17,We have purchased 3 cars from this dealership. They have helped us out of some pretty sticky situations and we feel lucky that they took the time and care to give us the best possible outcome. Alex Peterson was fantastic.,5,
189,05-Apr-17,Great crew. Knowledgeable sales people. Friendly service department. To top it all off Hyundai is a solid reliable product that puts the customer first. I will lease again.,5,
191,29-Mar-17,Perfect experience. All my needs were met and I left with a fantastic car that I really like driving. I would definitely go back and recommend to friends and family,5,
192,29-Mar-17,My first new car was experience was outstanding and the service was like a never experience before.  The staff was really out of their way to make us feel like family.  I love my new car.,5,
193,29-Mar-17,"This was my first time buying a car for myself. I had done a lot of online research and knew what I wanted. Alex was very professional and helpful, and made the process straightforward and easy. We were able to negotiate a deal that I think we were both very happy with. I love the car! I wish I lived closer to Carlsbad so I could use the service department more frequently.",5,
195,24-Mar-17,Everything was very acceptable and was done in a timely fashion. The car was delivered clean and with a full tank of gas. I will definitely return here for future business.,5,
196,24-Mar-17,"This is my third car from this dealership and I always get great service! The sales team, finance office and service department are all great.",5,
197,24-Mar-17,It was a pretty easy experience didn't take much time and my son and I are satisfied.  Look forward to the ongoing use of the service department,5,
198,24-Mar-17,Cody Didyoung did a amazing job getting me the most perfect car and everything I wanted! Was super friendly I would highly recommend him to my friends and family ! Also the team at Hyundai was amazing all super friendly! What a great experience! Going to be coming back for my future cars !!!,5,
199,24-Mar-17,"Overall my car buying experience was very good, just felt like it took a bit too long (was there for around 4 hours and had expected about 2.5).  Otherwise my salesperson was very knowledgeable about the vehicle I ultimately bought and I felt very confident in my final decision to purchase. I would recommend this dealership to others, and I will be returning there for service.",5,
200,23-Mar-17,"I summited information through email concerning the Tucson 2017; Alex Peterson of North County Hyundai, CA contacted me right away, I actually was surprised how fast that was ! During my visit at NC Hyundai, I was treated professionally by Alex, he heard all my concerns about what I could afford. I must say also, he was very patient with the process. He also took care of my trade-in, and with my new lease that I really Enjoy driving and Happy with the car payment as well.  Im glad I went to NC Hyundai. Let Alex Peterson be your next sales manager for your new purchase or lease. 
Again, Thank you and God Bless you Alex Peterson for all your help! :)
Cyndi Gonzalez",5,
201,22-Mar-17,Thank you for making my wife happy. She loves her Tucson and can't stop talking about it. It's perfect for our soon to be family of 4.,5,
202,22-Mar-17,"Thanks to the Hyundai team, especially Alex Petersen. I was looking to trade in my vehicle and I had a particular price point in mind. The Hyundai team did a great job in helping me find what I wanted.",5,
203,21-Mar-17,My wife and I had a great first time experience with the overall friendliness of everyone at this dealership and would highly recommend to our friends.  Alex Peterson was exceptional to conduct business with his honest approach. Joe & Glori Matyasik,5,
204,20-Mar-17,"I had done my homework and researched and priced other options before coming. I almost purchased a Toyota and after experiencing the Elantra GT I ended up leasing it that very day.  I was highly recommended to check out Hyundai and see Robert from my friend Jeanelle who  loves her Elantra that she has leased.  I had told my friend Elizabeth and she did some checking and had even called and spoke with Cody.  She even came with me to test drive and see for herself. We were both greeted with smiles and expectation on arrival by Robert and Cody.  She is thinking of considering a Hyundai in the future. Also, my friend Don Klein had recently purchased a Elantra from Carlsbad and loves it. He had given me a  short ride a few months before I even new I was going to be in the market for a car.  I was very impressed and really never had heard of Hyundai before as I was VERY happy with my 15 year old CRV by Honda. You won me over.  Thanks to all.",5,
205,17-Mar-17,"I got the car I wanted, staff was helpful, and very willing to work towards a price that was in line with the payments I wanted as well. Great experience.",5,
206,17-Mar-17,"Cody made my experience purchasing my new vehicle a very good one,  As i was VERY nervous cause i have owned my car since 2001 and was extremely uncomfortable.  Catherine and Cody were very AWESOME!!",5,
208,13-Mar-17,"I had my mind pretty much set on a different car not a Hyundai. But when I walked onto Hyundais luck and took a look at the cars I like them, but still wasn't sold until are salesperson Joe greeted us, wasn't pushy, and answered all my questions that I had. I actually walked out with a new car within two and a half hours time that evening! I had my ten-year-old daughter with me and that was the perfect amount of time before she started harassing me and the process became unenjoyable.",5,
210,09-Mar-17,"This is my third Hyundai, and my first from North County. My wife and I agree that this best experience in buying or leasing a car in our 47 years of marriage.  The dealership sets the tone, but I have to give most of the credit to the Online Sales Person (Alex Peterson) who helped us.  He made us feel like we were an important customer to both himself and to the Dealership. He was professional, respectful, and made us feel that his answers to our questions were honest.  We could not be more pleased!",5,
211,08-Mar-17,"This is the first time that I can truly say that buying a car was not a bad experience.  The staff were all friendly and helpful, and no time did we have to argue about the price.  Other dealerships always try to get as much out of you that they, by taking the price to their manager for approval (at least 3 time) before reaching the selling price. I truly feel that we received a great deal.",5,
212,03-Mar-17,"The process was amazing because of Alex Peterson.  He is truly a professional, and listened to what my needs were.  Thank you Alex!  The overall experience was wonderful!",5,
214,02-Mar-17,Joe was great and helped the new salesperson navigate through the car buying process to ensure my satisfaction. I felt like I was the only person there looking to buy a car which was wonderful as it meant that all my needs were met. Catherine in finance was very quick and knowledgeable and had a great personality. I will absolutely refer friends and family here.,5,
216,01-Mar-17,very good dealership they were very professional I would recommend dealership to all my friends. Josh introduce us to the manger. I can not remember his name,5,
219,23-Feb-17,"I had an overall great experience at this dealership. The staff here were friendly and helpful. One of the sales reps, Eric Becker, helped me throughout the whole thing. He was able to get the trim/color combination I wanted at an agreeable price. Everything went smoothly and I was out the door with a brand new car.",5,
220,23-Feb-17,Excellent car buying experience. Alex listen to my car needs. We went back and forth on different options to see which would work best for me.,5,
222,23-Feb-17,I was very pleased with the service and attention I received while leasing a new Tucson. I also received the same great service when bring the car back for window tinting. Thank you to everyone!!,5,
223,17-Feb-17,"Joe Murray was outstanding. He took the time to explain your line of SUV's. went with us on a test drive an demonstrated the features in an  easy to understand manner.  Upon our return we asked about another vehicle. He went in and got the keys.  Again took the time to explain that suv and  it's features (all on a cold rainy night) He is was very patient with us as we measured the interior; to make sure it fit our needs.     We returned a few days later to purchase the vehicle. Again the sale and  the  equipment ,extras, and negotiation were handled in an easy comfortable manner.  Thank Joe for us ! He made it happen   Carrie Mitchell took care of all the paper work. She explained thing to us and make it an enjoyable experience.",5,
224,16-Feb-17,"Thank you, guys (Sean Martin (sales) and Catherine Alvarez (finance))! You do really outstanding work!  You made me and my family so happy! This is the best dealership I've even known.",5,
226,10-Feb-17,A short word to say thank you to Christian A. and all the people that made our experience great when we bought our Tucson a couple of weeks ago.   When we get back through Carlsbad we'll drop off some thank you presents in the 12 oz. size!!,5,
227,10-Feb-17,"Very nice people, very high quality product, probably the best car-buy experience I have ever had. Go see Christian Alvarez, he will take care of your car needs!",5,
230,05-Feb-17,"I'm very satisfied with the lease experience and very much enjoying my Sonata Hybrid. I had concerns with the warning that indicated the battery was discharging. I called the service dept. on a Monday morning, made an appointment for the same day. The service personnel was very helpful in explaining how the battery worked in conjunction with the engine, that the battery gauge does not indicate a full charge.",5,
231,04-Feb-17,"We had a great buying experience at North County Hyundai.  Everyone we dealt with was courteous, professional, and helpful.  Our sales person, Eric, really knew the car and did a thorough job of explaining the features and how to use them. Using the Costco Buying Program got me a good price without all the haggling.  The buying process/paperwork was quick compared to other experiences I've had. The only negative I have is the sales manager added cost for LoJack and some type of extended service into the final price paperwork for my signature without first asking if I wanted those items.  They were quick to remove them after I noticed them and said I didn't want them.",5,
232,26-Jan-17,"This was the most pleasant car buying experience I have ever had.  They answered the questions I had without trying to talk me into anything I didn't want.  Everyone was friendly and not obnoxious at all, as some salespeople are prone to be.  I will definitely recommend them if anyone I know wants to buy a new car.",5,
233,26-Jan-17,"I had been going back and forth with Cody by phone and email discussing what I wanted and he met me on his day off to look and test drive a couple to make sure it was what I wanted.  He was very helpful, went over everything in the car and said if I had any questions to give him a call.",5,
238,15-Jan-17,We went home with car of our dreams.  This is all I wanted to say and I don't think that I need to be told otherwise.,5,
240,13-Jan-17,I had a wonderful exciting experience buying my NEW 2017 Hyundai Elantra  I am so happy with this car and the salesman that assisted me & my husband in the purchase of my car,5,
243,10-Jan-17,Very happy and Alex very straightforward and feel gave me a good fair sales experience  he delivered on what he promised me and took into account my needs,5,
244,10-Jan-17,"We had a unique situation in buying our car. On a short time frame and we're from out of town so that made everything tricky. We had to overnight paperwork to my husband and everything was finalized promptly. Our salesman of only 3 weeks on the job, was highly motivated, and extremely helpful. The sales manager met our needs in terms of price which was great.",5,
246,10-Jan-17,"This was the prefect vehicle for our growing family, couldn't imagine not having it now. Very smooth and updated with a lot of features. Also we enjoy the apple CarPlay that makes communicating easier while driving .",5,
247,08-Jan-17,As a family we all had a wonderful experience! My daughter is very happy with her car. Eric and his manager were very helpful and professional. Thank you!,5,
248,06-Jan-17,This is my third Sonata that I have leased from North County Hyndai. I have been well treated and have enjoyed the two previous cars and so far I like this 2017 vehicle that I leased very much.,5,
249,05-Jan-17,I had a very good experience at this dealership and would recommend this to my family and friends. The sales person was excellent and offered exactly what I needed.,5,
250,04-Jan-17,"I looked around at several dealerships to get the best deal and the exact car I wanted. The only dealership that would help me do this was North County Hyundai. Cody did everything he could to find my dream car even though it was very rare to have on the lot, but he searched and searched and found that he had one on his lot. Cody is very helpful and the dealership is simply amazing and supportive!",5,
253,29-Dec-16,A great team of people. I had a great experience and a good laugh at the same time. It was fun buying the car from Sean and Rob (the manager). It good to speak to humans as a pose to sales people! Thank you :),5,
254,23-Dec-16,"I came in to get a suv I was happy to hear from people at work,they got their cars there.Im satisfied with everything.Everyone was Great.",5,
255,21-Dec-16,We are so excited with our new 2017 Santa Fe! Thank you for everything and all your help! We will be back for our next vehicle in the future!,5,
256,15-Dec-16,Chad was really helpful  and professional as was the finance lady. We liked the car & all the amenities & all the bells & whisles for the price. Love the warranty. Had a lg inventory to choose from plus lots of colors.,5,
257,14-Dec-16,Josh Jamison was excellent. He made purchasing my new vehicle easy and fun. I will definitely recommend North County Hyundai of Carlsbad to anyone who is looking to purchase a new vehicle. I have been a Hyundai Customer for 5 years and will continue to do so.,5,
259,10-Dec-16,"I am very pleased that I bought my 2016 Hyundai Tucson at North County Hyundai of Carlsbad. Staff were wonderful, very nice, friendly, polite, courteous, very knowledgeable and very professional. They are excellent at what they do. This dealership is very dependable and trustworthy. Their car prices are very reasonable. I will surely recommend this dealership to all my friends, associates and family.",5,
260,10-Dec-16,"Great experience. Test drive a few models with Emmanuel. He was knowledgeable and helpful. Returned to speak with Costco/ internet mgr, Alex Peterson. Alex was knowledgeable regarding discounts and rebates available on the models in which we were interested.   Finance manager Carrie Mitchell was able to process our purchase documents in a minimal amount of time.    Our overall experience will cause me to highly recommend North county Hyundai to my friends.",5,
262,07-Dec-16,"Our review went very well. There was no pressure,we took our time and to be honest Cody our Salesman was outstanding. We had options and no pressure or hassles. The area was safe. Cody explained every option to us. He goes all out for his client.",5,
263,04-Dec-16,North County Hyundai is a great dealership because the people are friendly and treat you respectfully. I've never felt pressured into a purchase and when I need time to consider they are understanding. The people we've worked with have always been pleasant and I actually enjoyed the whole experience. Fully recommend these guys.,5,
266,03-Dec-16,"Very helpful! Answered all of my questions and concerns, gave insight and knowledge on the whole process. I felt taken care of, not too pressured. Couldn't be more happy with the dealership and friendly staff, best buying a car experience I've ever had.",5,
267,02-Dec-16,NC Hyundai made the experience for my son a memorable one! The whole team was friendly and accommodating. I really appreciated the transparency and non sales approach.,5,
268,02-Dec-16,Cooper did an outstanding job selling me my car. He was knowledgeable and well spoken. Most importantly he was personable. He provided me with a great experience and a great car.,5,
269,26-Nov-16,I have bought several cars from Norty County Hyundai. They are always friendly and helpful. They have a good selection of vehicles and very happy to give a test drive. The sales person is very knowledgeable about the cars which helps me make a good decision.,5,
270,25-Nov-16,It was easy to lease a car there and a  friendly dealership. They offer 2 car washes for free per month which I will take advantage of.  The people were friendly and a  non pressure sales department.  The staff was dog friendly and my 2 dogs enjoyed the sales staff.,5,
273,17-Nov-16,The service was excellent Nelson did a great job we were in and out and paid cash for the car my ex wife loves it she will be back for service in the future,5,
274,15-Nov-16,Best car buying experience ever. Great features. Lots of value for the price. Knowledgeable and friendly staff. Terrific warranty. I would highly recommend this dealership.,5,
275,15-Nov-16,"It was a great experience buying my car at this dealership, I would recommend anyone and will come again for my next car.  I got to work with Alex and Cody and they were both excellent.  Loving my  new Santa Fe!",5,
276,14-Nov-16,This is the second Hyundai vehicle we have purchased from North County Hyundai and we specifically went back and to work with Christian Alvarez because of our great experience the first time.,5,
277,12-Nov-16,"I had a very pleasant experience and would recommend my salesman, Christian and the dealership, North County Huyndai to anyone looking for a new, used or leased car with confidence they will be well taken care of.",5,
278,10-Nov-16,"Chat was very helpful, friendly, with a good sense of humor. I am considering a second vehicle and would definitely contact Chad in the future.",5,
279,10-Nov-16,Thank you for helping get the new technologies in the new car. it makes a big difference. I appreciate the good work and the best price in the area.,5,
280,10-Nov-16,Alex was amazing and helped me out and got me everything I wanted for a great deal. The manager should smile more (but he is nice). That is all.,5,
281,05-Nov-16,"My experience was great, I will definitely tell my friend and family to come here.  I walked out with exactly what I was looking for.",5,
282,04-Nov-16,I had a great experience. He took the time to work with me and get me into the car I wanted and I  appreciate it. I'm happy with my new car. Thank you Cody,5,
283,04-Nov-16,Best customer service. He was a very patient man. He did everything to make sure my son knew everything about the car before we left. Thank you,5,
284,02-Nov-16,So far happy with vehicle. Specs are great hope all are met and maintained. Comfort and driving aids top notch. Projected mileage is reason for initial look.,5,
285,30-Oct-16,"We found this Hyundai dealership to have more of what we wanted in a Hybrid, and at the best price, than any others that we looked at.  We were greeted immediately by Nelson, our wonderful salesman, who asked what our needs were and showed us everything that that met our criteria.  He helped us get the best deal possible, and was always in contact with us, making sure we were completely satisfied.  Also, Catherine in the office, was helpful and pleasant to work with.  A great experience.",5,
290,21-Oct-16,"I was impressed how great this dealership was. In and out of this place in less then 2 hours. Very easy to work with, friendly, and would recommend to everyone.",5,
291,21-Oct-16,"This is my second purchase of this type of car I had a great experience Alex Peterson was wonderful. He knew who I was the moment Walked into the dealership. He was professional, kind and went above what he was required to do. As I stated this is my second purchase of a sonata. I went through another dealership the first time and it was ok. This was a much better experience you need to clone Alex. I was also very impressed with Catherine in the finance department she was very helpful and also explained things the other dealership missed. You have an incredible dealership I will recommend all my friends and family go to you guys for new cars.",5,
292,21-Oct-16,"This was by far, the best car buying experience I've ever had. Professional Service, exceptional vehicle, outstanding perks... I couldn't possibly ask for more. Just amazing.",5,
293,20-Oct-16,Really nice people. Emanuel took time to help me test drive and see features of the hybrid sonata. Not pushy and extremely knowledgeable about the car and it's features.  The manufacture rebate push my decision over the edge.  Great deal and work on the tinting. I did the 20. Might go down one level next time. I forgot about the night driving. Touch dark at night.,5,
294,14-Oct-16,"Had an awesome experience, Emanuel was very helpful and answered all of our questions, he was very helpful through it all and would highly recommend him",5,
295,14-Oct-16,"Best car buying experience I've had! Professional, friendly, patient service. My daughter is 5 years old, and she was very sad and crying to ""say goodbye"" to our old car. Everyone was very sweet to her and gave her stickers to help cheer her up. My husband and I really like the car, and our daughter said on the second day that she likes it too :) Thanks so much!",5,
296,14-Oct-16,"The staff at North County Hyundai were great throughout the whole experience!   They had the car we were interested in clean and ready to go for a test drive before we got there.  Then they explained everything about it, the other vehicles we considered and (without pressure) inquired what we wanted to do.  We bought it!  The vehicle is great and we love it!",5,
298,06-Oct-16,"It was a very easy and smooth process, we where short in time due to my daughters 18th birthday that day but we got i down as promise.",5,
299,06-Oct-16,"Love my new Genesis...in every way!!!  Safety features are outstanding!!!!  Dealer met every expectation of mine, which were high since I previously owned a Lexus.",5,
302,05-Oct-16,"Purchased my first Hyundai, a Sonata Plug-in Hybrid from North County Hyundai in Carlsbad, CA.  Salesperson was thoroughly professional and the entire process of purchase and delivery was painless. Well done North County Hyundai.",5,
304,28-Sep-16,"Buying our 3rd vehicle was, again, a very pleasant experience. Our time with Alex Peterson, the salesman, and the Finance department was very efficient. We look forward to buying the next car from NC Hyundai.",5,
305,27-Sep-16,"The entire buying experience was excellent.  Alex, our salesperson was simply outstanding and extremely helpful to ensure I understood everything about the car.  Thank you.",5,
306,21-Sep-16,I appreciated Alex being efficient in guiding me to the correct car for me. He had the vehicle ready for a test drive when I  arrived at the dealership and made the entire process as fast as possible (to my joy).,5,
307,17-Sep-16,My fiancé and I had a wonderful experience here! We were greeted quickly and taken care of immediately. We told Cody what we wanted and he delivered! We will be coming back :),5,
308,14-Sep-16,North county wasn't the only Hyundai dealership in the area but after having a poor experience at the dodge dealership down the road they were much more professional and willing to work for my business. Offered above average money for my trade and worked to get the best finance and deal possible not just to profit from. The purchase was an easy no pressure deal and I will for sure be recommending the dealership and well as returning for maintenance.,5,
309,14-Sep-16,"I bought a new car from Alex, no pressure sales, and well informed. Great guy to work with. I would recommend to my friends. very pleasant buying experience.",5,
310,13-Sep-16,had a good experience!  All the steps were made simple and were explained well. All the features of the car was explained and made it easy to use.,5,
311,09-Sep-16,"This was the 2nd car we have leased from this dealership.  From the first time we worked with Robert, we felt very comfortable with no pressure and pricing was straight forward. Before we decided to lease the new car, he took the time to review all of our options with us and really listened to what we wanted. On the day we went in to lease the new car, he had the car ready and introduced us to Cody who showed us how to use the new technology in the car, got us set up with blue link and assisted in the completion of some paperwork while we were waiting for finance. The Finance process was quick, easy and straightforward.  The paperwork was ready for us to sign and the process took only about 15 minutes.  We would highly recommend Robert and Cody to our friends, associates and family.  Our car buying experience at this dealership has been excellent!",5,
312,08-Sep-16,"My salesman, Eric Becker, was excellent.  I found the car I was interested in through the website and was contacted immediately to schedule an appointment to come see the car.  When I arrived to the dealership, Eric met me at the door and the car was ready to take for a test drive.  Everything went so smoothly and easily.  My overall experience was excellent and I would definitely recommend this dealership, and especially Eric Becker, to anyone interested in getting a Hyundai.",5,
313,07-Sep-16,I knew the car I wanted and they worked a deal out in a timely manner. The salesman was never pushy and sold me the car I wanted. The payments were in my range and the deal was great.,5,
314,25-Aug-16,"In July 2016 I leased a Hyundai Elantra from North County Hyundai.    My salesman Cody was very responsive and informative.   We test drove a couple cars, and Cody showed me all the features and amenities.  Very professional and courteou3s  I got the car I wanted at a nice price.   Thanks!",5,
316,14-Aug-16,"Eric Becker and staff gave excellent service.  We spoke on the phone in the week leading up to our taking out a lease on a new Elantra.  When coming in to meet with Eric in person, we discussed prices for different options, which met our expectations.  I am enjoying driving the car immensely and will definitely come back for service and possibly another lease in the future.",5,
317,13-Aug-16,I really liked my experience with North County Hyundai I feel like they do a great job with there customers I have dealt with other car dealerships (Toyota) and hated buying cars and trucks from them in will return to Hyundai for any of my future career needs thanks again.,5,
318,11-Aug-16,"I got a good quote on Sunday at NORTH COUNTY HYUNDAI for 2016 Sonata SE. Visited also Mazda and Toyota dealers at Car Country (Carlsbad, CA). Next Monday I purchased Sonata. Buying experience was pleasant. 2016 Sonata is my second vehicle bought at this dealership.",5,
320,09-Aug-16,"I had a great experience at north county Hyundai. I will be telling my friends and family about my awesome car buying experience. Even though I waiting to talk to a sales person a little longer than I wanted to, Cody definitely made up for it in his friendliness and his knowledge of Hyundai vehicles.",5,
321,07-Aug-16,"I applaud the professionalism and thoroughness of the sales team. They searched every nook and cranny to get me the best deal, while working with my situation- which was not an easy one. Hats off to Cody",5,
324,04-Aug-16,I recently purchased a vehicle from North County Hyundai. They were absolutely brilliant! I had done my research and they put me in the vehicle I wanted at an amazing price!,5,
326,28-Jul-16,"I've been to this dealership twice now and enjoyed myself both times. The staff is so friendly and easy to work with, it makes car buying a nice, comfortable experience.",5,
328,25-Jul-16,"Professional, knowledgeable, and courteous. They had the car that I was looking for at a price that I could live with. What more could you ask for?",5,
329,23-Jul-16,He  read me well that I wanted brief sincere honest service. I would suggest him to friends and family.    I did not have a definite time of arrival and he still took the time to help me. He was busy but made me feel he was giving me his full attention,5,
330,23-Jul-16,I'd been looking for a 2016 Genesis. Didn't want to go over my budget.  Tried with the local dealership - Allen Hyundai is closest to where I live but I work in San Diego.  You guys are the one's that made it happen.,5,
333,20-Jul-16,"Excellent customer service, good price. I would definitely recommend North County Hyundai.i went to a dealer closer to me and had poor service. It was worth the drive.",5,
