,Date,Reviews,Ratings,Label
369,13-Apr-17,The pricing is good and straight forward.  The service is friendly.  Even though it took longer to complete the deal than what I expected but it was to answer all of my financial questions.  The email response was also quick.  I would definitely recommend this dealer to friends of mine.,5,
370,13-Apr-17,Eth was great and I was glad as I got the car that I had wanted. I will definetely get a car again from Hyundae. It is amazing.,5,
372,12-Apr-17,"Easy experience buying this car. Was really easy, the test drive was great.  Anthony made this experience so much easier than I have experienced in the past at other dealers",5,
373,11-Apr-17,I honestly walked into this dealership with little to no knowledge of their cars or work ethic and was absolutely blown away with their friendliness and professionalism; I was basically treated like family. Ruben and Steven made my first ever car buying experience great and I'm glad I came home with a brand new Hyundai.,5,
374,11-Apr-17,"My dealer is a one of best professional dealer. I am very satisfied at this deal and his service. If I need a new car, I would  buy from him again.",5,
376,08-Apr-17,"Again, Capital Hyundai was great! Great car, great price, great service, great people! I will recommend them to all my friends. Thank you for the wonderful buying experience.",5,
378,07-Apr-17,I appriciated the ease of getting this car. Everyone was professional and friendly. They were flexible with my time frame and answered all of our questions.,5,
380,06-Apr-17,I purchased a new Sonata Hybrid. Simon and Steven were the two salesmen that helped me. Everything went fairly smoothly. I test drove two cars and left to think about which one would meet my need. I was not pressured into buying that day which I appreciated. I returned the following weekend to purchase the car and was in and out in under 2 hours.,5,
381,06-Apr-17,"EXCELLENT CUSTOMER SALES PERSON RELATION.NO PROBLEM FINANCEING, NICE WAITING ROOM  FOR PERSONAL SERVICE. GOT THE COLOR INTERIOR AND EXTERIOR REQUEST, IN A TIMELY FASHION.THAT'S IT,",5,
382,06-Apr-17,"I really like to work with Hyundai sales representative. They're very professional. They focused on the service, customer satisfaction more than selling. Great feeling. I am so happy when making decision to purchase this car. Thank you so much for awesome services.",5,
383,06-Apr-17,"Anthony found me the perfect car.  It didn't have anything I didn't want but had way more than I expected or even realized I could get with that particular trim package.  My favorite part about this car is that I feel like I've been driving it for years, I'm so comfortable with it.  It's beautiful and meets all my needs.",5,
384,05-Apr-17,It was a really good and timely service. They really helped me it and really wanted to set me up with the right car. WOOH!,5,
385,05-Apr-17,Hi had greate costumer servis. Hi was profesional.I want to visit him again.its my first car.Hi did anything for me. Hi is a greate employee,5,
386,05-Apr-17,THANK YOU so much ! ken was AMAZING! We couldn't have done it with out the help of Ken he was amazing and we are beyond happy with our new car!,5,
387,04-Apr-17,"I was not sure if I wanted to buy this car, but I was convinced after the sales person described all the features. The car has almost everything I wanted and the price is reasonable.",5,
388,03-Apr-17,This visit fully met my expectations without pressure usually associated with a purchase. Kenneth answered all of my questions with patience and courtesy. Communication relating to the purchase and delivery was exceptional.,5,
389,01-Apr-17,We were drawn to this dealership by the quality of the response compared to emails from competing Hyundai dealers in the area. The shopping and purchase experience exceeded my expectations.,5,
392,29-Mar-17,I like the whole process of finding the vehicle I want in Capitol Hyundai. Another plus is to have Ninous Clamaski  his thorough no pressure approach with  excellent personal skill is amused to work with.,5,
394,28-Mar-17,The service was super good i never have this experience an any of the dealers i love all and i recomen all my family to buy cars from this dealer but plis dont make all this question do this easier,5,
395,28-Mar-17,I had a wonderful time from start to finish. it was great working with Ruben and Gustavo. I hope my future buying experiences are as easy.,5,
396,25-Mar-17,"I really like the way the sales person eduardo castaneda help me alot ,he was very helpful.its the first car I buy and I'm very happy with it .",5,
398,24-Mar-17,"Very fast and friendly dealership, I had to go to work and the sales and finance personnel worked to ensure I got to work on time.",5,
399,24-Mar-17,We have purchased 4 vehicles form Capital Hyundai and will do so in the future.  We also have all of our service done here.   We have never had a problem with everything done on time.,5,
400,24-Mar-17,Everyone at the dealership was very professional and knowledgable about there areas of expertise.  Adrian did a great job showing us all of the options available and treated us with respect.,5,
401,23-Mar-17,Great service in all areas of this dealership. All staff were very kind and informative. We left the dealership very pleased. Will definitely be returning for all our maintenance needed for the vehicle as well.,5,
402,22-Mar-17,Went to hyundai with an idea of the car I wanted and Casey showed and helped provide what I was looking for immediately.  I was sure to get a car with navigation and he definitely showed me the second option and I was sure to bring that home. He was very friendly and didn't waste our time.,5,
403,22-Mar-17,"Dillon was awesome! We enjoyed working with him and he made sure we were 100% satisfied and happy the entire time we were there. He asked us questions regarding our wants vs needs and was able to find us the perfect vehicle that matched both. He tried his absolute best to make us a deal that fit in our budget and ultimately allowed us to walk out with our brand new vehicle. He was kind, sociable and patient with us the entire time. I am so happy we were able to work with Dillon and I will be referring future Hyundai buyers to him!",5,
404,22-Mar-17,"The salesman made buying a new car a pleasant experience.  He took time with me showing me the different features, and colors, and explained everything very clearly.  It took a while, but you don't want to rush making a decision about something you have to live with for a long while.  I'm happy with my new Hyundai, and hope to have it for quite a while.",5,
405,22-Mar-17,"Very different experience i ever had. Very satisfied. Not excepting the staff are very considerate, friendly and not rude. And about the car is just right for me and my family. I felt a winner AND young.",5,
406,20-Mar-17,It was a very good experience and I will return again to buy or lease another car Sales force was really help in giving all the information  in order to decide what price and finance terms would be,5,
407,19-Mar-17,"Casey was very patient and courteous in answering all our questions. Our plan was to buy an Elantra, but we bought a Sonata. He even told us that Hyundais' new car smell was less toxic than the competition because Hyundai uses soy-based resins.  All in all, Casey and the rest of the team at Capitol Hyundai made our car buying experience a great one. Since then I have told friends and coworkers that DGDG is the way to go.  I am happy!",5,
408,17-Mar-17,Purchased a 2017 Tucson at Capitol Hyundai - used the Costco vehicle purchase program and the whole experience went smoothly.  Walt looking at the Tucson and two competitors - Capitol Hyundai was the first to contact us and were very professional and flexible.,5,
409,17-Mar-17,I did not need to haggle over price. I considered what was asked was very reasonable. My main complaint is the amount of paperwork. I must have signed about 50 times. Enayat is the person who told me buying the limited model was a better bet and he was right.,5,
410,16-Mar-17,Overall it was a great experience.  The salesman was very professional and knew what he was talking about.  I was very pleased with the service and would recommend my family and friends to go purchase their cars there.  Thank you for a great experience,5,
411,10-Mar-17,i have purchased three cars in three days from the DGDG dealerships on Capitol expressway. all three were a pleasant experience. the process is simple and effective and the employees are educated in their products and very respectful and polite.,5,
412,09-Mar-17,Great team and met my needs.  Casey understood what I wanted and showed me options in various models and followed up with a competitive price.,5,
413,09-Mar-17,"As previously mentioned,best car buy experience I've had. Very grateful and I recommend this dealership for anyone looking for great cars and great service. Thank you.",5,
414,08-Mar-17,I can't thank Kenneth enough for his professionalism during my visit to the dealership. He made sure I understood everything about the vehicle and it's features. I would absolutely buy a car from him again!,5,
415,07-Mar-17,"The one thing that stands out in my mind is that the salesman listened to what we wanted and responded accordingly. He pointed out alternatives but was neither too pushy nor indifferent. He gave us a pricing for our first selected car, including extras. When we later decided on another model, he accomodated us with no problem and no drama. His knowledge, attitude and professionalism were exemplary.",5,
416,07-Mar-17,My experience at Capitol Hyundai was great. I worked with Casey Wilson for 2 days before deciding if I wanted to get the car. He patiently waited until I returned the next day.,5,
419,03-Mar-17,We own a 2014 Genesis which we bought at this dealership thus the reason for our return to buy an SUV. Looked at 4 other SUV but the Hyundai Santa Fe won out. This is a great dealership.,5,
420,03-Mar-17,it was a great experience working with irene. she followed up with . me alothouth i didnt buy right away. it took me almost 3 months but she kept at it. very friendly and welcoming. thank you for everything,5,
421,03-Mar-17,It was a great experience purchasing my 2017 Hyundai Sonata Limited from Capitol Hyundai. I would definitely recommend this dealer to my friends and family.,5,
422,03-Mar-17,I found everyone to be helpful & knowledgeable as we were making our decision for a new vehicle.  Great sales experience over two visits & test drive before making our selection.,5,
423,02-Mar-17,Needed to turn in my lease a little early and had been told by another dealership that it was going to be pretty expensive.  Adam at Capitol Hyundai fixed everything.  Easy to work with and I got the right car and the right price.  Very happy!,5,
424,28-Feb-17,"The DGDG group was a great experience, and easy going painless process to find the perfect car! The entire staff was amazing and very helpful with my trade in, and helped me find the best car to suit my needs.",5,
425,27-Feb-17,"Went in expecting to get a specific car ended up leaving with a much better one the entire expierence was great, can't wait to go back",5,
426,27-Feb-17,Very upfront with pricing. Helped me get into the vehicle I wanted. Thanks! Saved me a trip to Roseville. I'm very happy with my car.,5,
427,26-Feb-17,Irene is very quick with response and effiecent. Loved working with her and looking forward to being a customer for life. Thanks for all the hard work!,5,
428,25-Feb-17,"We were looking for a car for awhile and once we narrowed it down to an Elantra, we went all over Central Valley, Gilroy and San Jose Hyundai dealers looking for the best deal. Contacted Steven Yee and he made us feel comfortable enough to stop in and talk with him. It was over from there. Great experience!",5,
429,25-Feb-17,"It was a great experience with Irene. She was kind, and upfront with us since the beginning. Will send referalls if we know anyone looking for a car!",5,
430,25-Feb-17,I was so happy with our experience during my son's purchase in December of 2016 that I went back and got my own car earlier this month (February 2017).,5,
431,23-Feb-17,"Great customer service by my man Dale. I loved the pricing, and I appreciate the time taken to help me make the right purchase. All around great first experience buying a car, definitely recommending to everyone I know looking for a new/used vehicle.",5,
433,23-Feb-17,Montana was completely helpful and provide all the information I needed to complete my purchase.  Rafaela provide additional information about additional services available for my consideration.  Both of them are highly recommended by me.,5,
434,18-Feb-17,"I experienced an exceptional service at this dealership recently.  A team of Professional, courteous, knowledgeable, team player under one roof.   Hyundai should be very proud of Capitol Hyundai.   I will come back to this dealership and I will refer people.    I would like to thank and give my gratitude to several individual.  I hope I do not miss any names.  Steve 👍, Gus 👍, Tommy 👏, Ryan 🙏🏻, Simmon 👍, Dan 👍, ,,,,,,,,,,,  Here is to entire dealership 🏆🏆🏆🏆",5,
436,17-Feb-17,These two went well beyond my expectations in helping me into a BRAND NEW Hyundai Elantra! Even with poor credit they did the seemingly impossible. Yes! They made it happen,5,
439,16-Feb-17,"Truly a great experience. Welcoming staff, knowledgeable and thorough. AJ was fantastic, took time to make sure I was fully educated on the car options. He had clear answers to all of my questions. Great test drive that gave me a realistic feel for the car. Very satisfied, thanks!",5,
440,12-Feb-17,Our salesperson was very knowledgeable and she made the car buying process very easy! We will be going back to buy another car for my husband!!,5,
441,11-Feb-17,I did internet researching for the car that I wanted..... I went to the dealer ..... saw the car I wanted.... test drove it.... purchased it.    I am a Happy Customer....  Charlotte Burriesci,5,
442,11-Feb-17,We had good experience with the dealership 3 years ago.  Decided to purchase another car from the same dealership. Will recommend this dealership to family and friends.,5,
443,11-Feb-17,"Great service, efficient and amazing price. I will definately recommend the dealership to other friends trying to purchase a car. Will come back for the servicing and maintainance",5,
445,09-Feb-17,I've been coming up to the Hyundai dealership a few times to make sure which car I wanted since it was my first car purchase. I met with Casey Wilson and he has helped me along the way and made the process of purchasing my first car simple and fast!,5,
446,09-Feb-17,"I had a great experience at Capitol Hyundai. The dealership was very clean and had a nice customer lounge. The process went very swiftly and to my satisfaction. Simmon, my salesman, was great. He was very straight forward and to the point. He possessed a lot of knowledge of the vehicle and was very willing to help show me everything it has to offer. After my purchase I had a few concerns about my vehicle and emailed Simmon. He responded in a very timely matter and addressed my concerns. It was a very nice feeling knowing that even after the sale, he still expressed the same willingness to help as he did prior to the sale. Stephen ""showed us the numbers"" and he was very pleasant and took the appropriate amount of time explaining everything and showing us the available financing options and rates. Ryan, the financing manager was incredibly personable and made signing all the documents as easy as possible. I was very impressed and pleased with the degree of professionalism at Capitol Hyundai.",5,
448,09-Feb-17,Capitol Hyundai is my new favorite dealer. I've been a loyal jeep dealer my entire life but have had terrible experiences with the Chrystler/Jeep/Dodge representatives which influenced me to pursue other vehicles. I'm glad that I ended up here!,5,
450,02-Feb-17,The stuff at capitol genesis is awesome they are helpful  knowledgeable  professional and Montana and Aaron habibi are great persons and I  definitely send friends and family to them,5,
452,29-Jan-17,"In 2012, I was shopping for a new vehicle and Saturn was no longer an option.  I had heard about Hyundai and this dealership was down the road from my former Saturn dealership so I stopped by.  I was impressed by the human touch.  The salesperson took time to talk to me about what I liked about Saturn and guided me to some options.  I have been happy with my car ever since and when it was time to upgrade this year, I knew exactly where to go.  Some of the same people were still working there and immediately remembered me.  I knew I was in for a similar high quality experience and it didn't disappoint.  I will be back when it is time to get a new vehicle!",5,
453,27-Jan-17,"excellent service and fantastic employees. Adam (salesman) and Ryan (credit dept) were two very nice guys. They were people I would invite over for dinner if I cooked better. They were friendly, mannerly, never rushed us even though it was a late hour and made sure we understood everything. Give these 2 a raise!!!",5,
456,26-Jan-17,You guys are GREAT! This is my 3rd car from your company and I have referred 2 of my co-workers to you. One has 2 cars from you and the other friend has one. Thank you for always being so kind and caring.,5,
457,25-Jan-17,I did not expect such a pleasant experience in the selection and purchase of my new car.  The process involved Costco Connection and in any case there was honesty and directness which I appreciated very much. In addition there was friendliness and sincere help by the salesperson Simon Wong.,5,
458,25-Jan-17,"Our sales person was a great person. Not pushy at all, he let us make all the decisions. He sold my wife and me pretty much right away.",5,
459,20-Jan-17,Great first time experience with buying a new car. Thank you. I came in with a good idea of what I wanted and ended up driving away with the perfect car. I appreciate the help.,5,
460,19-Jan-17,"As soon as my girlfriend and I walked thru the doors, we knew there was something different about this dealership.  We were immediately impressed by  size of the facility the and number of people working there.  Definitely a very professional atmosphere, yet not intimidating.  It was nice to be working with people who knew their products as the previous Hyundai dealerships I visited, I didn't feel that way.",5,
461,19-Jan-17,this is a very welcoming dealership. Everyone is friendly and I felt very comfortable being there. Thank you Steven for for your service! Your the best,5,
463,17-Jan-17,I knew what I wanted when I arrived. Ron Tobin found me a vehicle on the lot that was really close. I got a great deal and am completely satified.,5,
464,16-Jan-17,The staff was friendly from the moment I walked through the door. I received eye contact and respect with knowledgeable answers. Thank you for exceptional customer service,5,
465,14-Jan-17,"Came to Hyundai because they had a ""New Years"" deal going on and I was able to save thousands of dollars on my brand new car. We were greeted by a friendly, genuine and honest salesman named Ken Gordon. If you are looking to buy, you should absolutely ask for Ken! Great selection and good customer service from Ken.",5,
466,13-Jan-17,It was nice experience to visit Capitol Hyundai and the staff was very good in terms of explaining the features and negotiating the price.I love my car and also recommend this to my relatives and friends.,5,
469,12-Jan-17,"I am pleased with my leasing experience at Capitol Hyundai. The staff was courteous and pleasant, they worked with me and were very transparent and honest. I did not get the typical ""sleazy"" vibe I usually get from car dealerships here, and would recommend this dealership. The only thing is that they seem to push the cars they have in stock vs. getting the customer what they want. So as long as what you want is in stock there should be no issue.",5,
470,12-Jan-17,We were very satisfied with how we were serviced and dealt with by your staff. We will surely recommend you to our friends and family.,5,
471,11-Jan-17,"Montana did an outstanding job. I'm an experienced car buyer with very little patience for car dealerships.  I have been to many where the salesmen don't know their product or listen to and understand my needs. Montana did and excellent job all the way around.  Our challenge is that my son (who the car is for) is 6'5"" and it's a challenge finding something he fits in. Montana led us through the certified ore owned which was what we thought our best option would be looking at bothe the Tucson and Santa Fe. Then he has us check out the new 2017 Sonata's because he's had several other customers Cameron size fit. It was perfect.  Montana conducted himself professionally and created a great experience for us. You can really tell that he takes his job seriously and was knowledgeable and positive",5,
472,11-Jan-17,Thank you for making car buying so easy and fun for us. We just bought our second car and the experience was really exciting and easy. We enjoyed Adam Ramsdell - he knows how to make his customers feel great.,5,
473,11-Jan-17,"Everything was perfect. This has been a good time, and I appreciate you guys so much.” Kindly give me a lot of information. I will recommend this place to people around me.  Thanks.",5,
474,11-Jan-17,"Great experience, we will definitely come back for future vehicles! Very quick process and I got exactly what I wanted! Casey was very helpful and NOT pushy at all.",5,
475,10-Jan-17,"This is a great dealer to buy from and the price was unbeatable,accompanied by excellent service for the second time now. Bought my elantra gt from them as well and had the same great service",5,
478,07-Jan-17,"Good job, great sellers person, nice car! Recommend to my friends. But still waiting for the answer about the financial part of the contract although the papers are signed!",5,
480,07-Jan-17,"Was happy with the buying experiance. People were friendly, curtious and helpful. I would recommend the dealer to people I know. Nothing bad to say.",5,
481,04-Jan-17,"Thank you for the outstanding service, the experience was fantastic and we got the vehicle that we wanted. The sales force did a wonderful job and we are extremenly pleased with everything.",5,
482,04-Jan-17,"Great info price and instruction. no pressure, I was able to find exactly what I wanted with no up-sale or switch. All questions were answered. Other Hyundia dealers would have had to source this modle and options from this dealer,",5,
483,04-Jan-17,Very satisfied with this dealership and their ability to take care of their customers! They provide great quality cars for a great price and went out of their way to make sure we were satisfied. 10/10 would recommend to others.,5,
484,03-Jan-17,"Ruben and Steven were knowledgeable, straightforward, and friendly. They made the lease trade in easy and quick. We will definitely be returning to Capitol Hyundai for our next car and service needs.",5,
485,30-Dec-16,I had a Great Experience in Hyundai dealership. The staff was friendly and helpful. Aaron Pullen was a great seller. He helped me in choosing my car. I will definitely refer my friends to go to him for buying car.,5,
486,30-Dec-16,"Steven Yee and team were excellent. Best car buying experience, pricing, and service i have ever experienced! This experience led me to have my boyfriend buy a new truck at Chevy as well!",5,
487,29-Dec-16,"The entire team is very kind, professional and not at all pushy. They explained all of our options on both the automobile and the lease. We are very happy with our Santa Fe Sport.",5,
488,29-Dec-16,"Recently purchased a 2017 Hyundai Sonata SE. I've always hated shopping for new cars having experienced multiple trips to ""check with my manager"" or pressure to buy additional products/services. This was by far the best car purchase experience I have ever had.  Everyone was great to work with--from sales to finance.  While it still took nearly three hours from start to finish...it did not feel cumbersome.  Great job!  We will be back. In fact, my daughter is looking to lease a Hyundai Elantra this week!",5,
489,29-Dec-16,"Discussed what I wanted and price i was looking for over the phone, headed up to the dealer and was on my way in not time at all.",5,
490,29-Dec-16,"Very good and organized place , respect the customer satisfaction. They are patient and take their time in order to give the best deal. My brother and I both bought the car the same night And we didn't feel the need to check other cars and places , since we were sure they were fair",5,
492,27-Dec-16,"From the moment I arrived and until the time I drove away with my new car, my experience with Capital Hyundai was delightful. I also financed the car through the dealership because their interest rate was below 2%.",5,
493,25-Dec-16,Great service. Salesman (adam) was professional and had a great attitude. He took the time in helping me choose if the car was right for me. Capitol Hyundai had a positive vibe which made me feel comfortable and relaxed when buying my vehicle.,5,
496,23-Dec-16,"I am very impressed and happy with the kind of customer service beginning from the sales representative Ninous to the manager Tommy and all the way to Finance manager Ryan. My family and I did not feel pressured at all to purchase a vehicle from Capitol Hyundai, which is the main reason why we chose to deal with them (rather than the folks at Toyota dealership).  Kudos to the whole staff for such consistent and excellent customer service who all went above and beyond. Many thanks to Ninous who took the time to show us all the different Hyundai models (since this is our first time considering a Hyundai vehicle). He also took the time to explain our leasing and purchasing options. At the end of it all, he was even kind enough to give us a ride home after trading in our old car. This is a true indicator of impeccable customer service from start to finish. Thank you so much Capitol Hyundai for making this a very memorable and such an easy car shopping experience! We will certainly think of them the very next time we are ready for our next car!",5,
497,23-Dec-16,Excellent Service! Great Incentives and rebates! Friendly staff and large inventory to choose from. I am a returning customer. I enjoyed working with Casey Wilson who was the sales rep I had the pleasure to work with.,5,
498,18-Dec-16,One of the best car buying experiences i have ever had. Thank you so much for the stress free environment and the friendly staff that helped me!!,5,
499,16-Dec-16,I was very impressed with the entire Capitol Genesis team.  They were patient and understanding of my needs and provided me great value with my purchase.  The time they took and the knowledge they possess made my purchasing decision that much easier.,5,
501,16-Dec-16,My experience purchasing a Hyundai was great. I was quickly shown the car I was interested in and given a test drive. The financing terms were given in a straightforward way.,5,
502,16-Dec-16,The dealership was conviently located and has good television commercials advertising awesome rebates once there the sales staff is very knowledgeable and friendly and eager to assist in finding the right vehicle to suit your needs,5,
503,15-Dec-16,"Dale was friendly and professional to walk me through the vehicle that I was interested in purchasing. Adam was great as well since he kept in touch with me through e-mails when I was searching for a car, and he thoroughly went through some of the vehicles options to get me started such as the radio, blue tooth, and GPS. Jelil was being patient with me to go over all the paperwork, even if it was after midnight. The whole experience was positive and pleasant, not like some of the dealerships I've been to before deciding to return to Capitol Hyundai.",5,
504,14-Dec-16,The sales staff was very friendly and very courteous and very professional. I was impress with their professional approach. They let me go to the car lot and loon for the car that i want without any pressure.,5,
507,11-Dec-16,"A minimum is stupid, if I want to say something I will-don't force comments or you will end up with something like this. In the future make it an option, not a requirement",5,
508,10-Dec-16,I love this dealership. The only place I recommend all my family and friends to come too! Great customer service always friendly. The car salesman always knows exactly what I need and take really good care of me when I come in for a new car.,5,
509,10-Dec-16,"Adam is an energetic guy who will inform you about the vehicle you may like to purchase. He follows up quickly, has a great turn around time, and will try his best to get you your wanted vehicle. I'd recommend Adam to anyone, regardless if you know cars at all or not. I know very little about cars, yet Adam was patient with me and explained concepts for me to understand. I appreciate him and still keep in contact even after the sale was made. Great job Adam!",5,
510,10-Dec-16,Everyone is really nice and not pushy. That's what I liked best. The car prices are really great. They worked with me for my budget.,5,
512,10-Dec-16,Anna's experience at Hyundai delear on a new car and meeting a great work team on helping me and my son on getting a new car for both of us,5,
513,08-Dec-16,"Capitol  Hyundai is pretty good overall. Specifically, the sale rep & the finance rep were about right.  I would recommend my friends to visit this  dealer in the future.",5,
516,06-Dec-16,I was taken care of from the beginning to end. I've worked with the staff a few months prior when my husband got his Santa Fe. I was impressed with them then and still am now. This will definately be the place we will always purchase cars as long as we stay in the area. Steven worked with me to get the vehicle that was perfect price for me and jelito worked his finance magic to keep my payments the same.,5,
518,03-Dec-16,Well trained staff! Great experience. I will tell our friends where to go to get a great car at good prices and great customer service.,5,
519,02-Dec-16,I received a VERY professional experience at the hands of Jason Rinella and Co and will  be sure to return at the earliest available date,5,
521,02-Dec-16,I am one Happy Customer. I got what i was looking for and my purchase met my expectations. So far i have no complaints. Everyone was very friendly.,5,
524,01-Dec-16,"We came in knowing exactly what we wanted - our salesman was respectful and listened.  We were in a time crunch and he made sure we were out by the time we needed to be. We really appreciated that. He was also easy going, no pressure, and very pleasant to work with.",5,
526,01-Dec-16,thank you capital hyundai for your great team to help me and my son to get a great car.And we would gladly recommend to my family and friend.,5,
527,01-Dec-16,I was anxious and did not want to take this project on because buying a car is very exhausting and intimidating. This dealership made the experience pretty stress free and I understood it completely. I appreciate everyone that helped to make this happen so easily.,5,
528,01-Dec-16,My new car is great and the customer service exceeded my expectations! I can't wait to make memories in my new Tucson. I would definitely do business with Capitol Hyundai again.,5,
530,01-Dec-16,"Aaron was great! He greeted us and made us truly feel like family. He took the time to work out the numbers I wanted and needed and even made sure the exact car I wanted was at the dealership during my visit the next day. He went above and beyond to make me feel comfortable buying a car here.   Anthony (AJ) was also super amazing! He took my mom, cousin and I on a very thorough test drive. The route he had planned allowed us to feel the car on winding roads and potholes. He even asked us to drive the car as we normally would such as speeding up on the freeway and braking quickly. He even took the time to show us everything under the hood and how the reverse camera functioned. All of this allowed us to fully see and understand how the car really drove and functioned. The very next day he went to Gilroy to get the exact car I wanted, and I am very grateful for that! The rest of my buying experience with him was amazing. He has a very bubbly personality so I did not feel pressured during any of the buying process. Before coming here I was shopping for about 2 weeks at other dealerships and all of the sales men made me feel pressured or hesitant to give them any information. AJ was very polite and did not push me to provide any information I was not comfortable with at that time. Once I had finished the whole purchase I was pretty exhausted and overwhelmed but AJ recognized this and made sure I felt excited and happy when he handed me the keys and showed me everything in my new car.  Thank you guys for a great buying experience!!!",5,
532,26-Nov-16,Adam was very helpful.  He let us test drive multiple vehicles.  He took his time with us and let us make our own decision.  The experience was very nice.,5,
533,26-Nov-16,"I'm very happy with the Tucson 2016. This is the first new car I purchase and I love it, the best purchase I ever made!",5,
535,24-Nov-16,Adam and I interacted online before I show up at the showroom. I was pretty much clear about which vehicle to buy. Adam made it readily available when I show up. We went on a test drive. Then agreed on the pricing. Then finance things. And then I am out. Adam also helped me delivering the vehicle to my home. Very professional. Thank you.,5,
536,21-Nov-16,Adam and Anthony were exceptional salesmen I could not say enough good things about them very very professional and informative I felt very knowledgeable about my car because of the time they spend we me. I was there for 5 hours and it only seemed like 2 hours I enjoyed them so much.,5,
538,20-Nov-16,Everyone was very knowledgeable and pleasant and helpful. Experience was much enjoyed. Very helpful and polite. I was pleased with the time and accomadations they made for me.,5,
539,19-Nov-16,This was the best experience buying a car I ever had. I went to Stevens Creek Hyundai but they lied to me and tried to rip me off. Brian was so great and patient and understanding he helped us find exactly what I wanted and I will definitely come back when I'm ready for the next one!,5,
540,18-Nov-16,"As a first time buyer in the market for a new car, I could not have been more happy with my experience at Capital Hyundai! James made the process quick, comfortable and easy. I am definitely a satisfied customer!",5,
547,14-Nov-16,I am very happy with the customer service I received from Capitol Hyundai. It's a friend environment. I would recommend it to my friends and family.,5,
548,13-Nov-16,"My car buying experience at Capital Hyundai was quite impressive. I love my car, it is like driving a little Robot. The handling requires very little effort but the response is great. Love the H-Track (AWD), well worth the additional $2K. Thanks to the great sales team at Capital Hyundai,  you are all quiet amazing; my needs were met right down to the color of the floor mats, no complaints. Thanks again to the entire team.",5,
549,11-Nov-16,We just bought our 2nd car at this dealership. They are very attentive and have excellent service! We definitely recommend this place to all our friends.,5,
550,10-Nov-16,"Capitol Hyundai (DGDG) gave me the best car buying experience I've ever had. The salesperson wasn't pushy whatsoever, asked questions that were relevant to what I was looking for, and paired me with the perfect vehicle to match my needs. The sales process was seamless and finance was a breeze (never thought I would say that.) Definitely get your car here or at any DGDG dealership!",5,
551,10-Nov-16,"Our salesperson Elvira is the best!  Never met anyone like her😀👍🏾Wish all dealership experiences were this easy! Fast, reliable and very efficient!  Thanks for everything!",5,
552,10-Nov-16,was searching online at many SUV options. my experience with CAPITOL HYUNDAI swayed my vote to purchase the car that I got. due to the attitude of the individuals I dealt with and the features of the car stood out to me more than the rest. total hassle-free experience!,5,
553,10-Nov-16,Love the vehicle and all the new features.  Only thing I wish for is the old fashion key but I'm learning the buttons.  Thank you Steven Yee for all the help and getting me started.,5,
554,10-Nov-16,"We had a wonderful experience with Capital Hyundai and Adam Ramsdale. He was attentive to all of our needs and listened to our priorities and concerns. He was so approachable, and guided us through this process expertly. We plan to recommend him and Capital Hyundai to our son who will be purchasing a car soon.  Thanks!",5,
557,10-Nov-16,"I enjoyed my buying experience at Capitol Hyundai, Elwira Wilczynska was incredibly helpful & never pushed me to anything I didn't want. I highly recommend this dealership.",5,
559,04-Nov-16,Steven Yee was great to work with. He was very patient with me and was able to work with me based on my needs. He reached out to me via true car and communicated numbers with me through  out the week to ensure little time was wasted when I went!,5,
560,04-Nov-16,"The overall experience was good. We were not pressurised into buy anything. The sales person was quite knowledgeable, did everything to walk us through the various features of he card, was helpful in identifying the car model that would suit our needs.",5,
561,03-Nov-16,"Steven and Simmon were great helps that I encountered the two time I came to look at the car.  Both times, they were professional and extremely nice and professional in explaining how the car operates and functions.  Neither Simmon nor Steven were pushy to get me to upgrade my car.  They both went above and beyond what is expected to ensure that I am satisfied with my car before walking away.  It was a very good experience as I am a first time car buyer.",5,
562,03-Nov-16,"Friendly and helpful staff, excellent quality of cars offered and great prices.  What more could anyone ask for.  I would like to offer my special appreciation for the great job that the product specialist, Ruben Negrete, did.  Not only did he ensure we left happy customers with a new 2017 Tucson Limited, but he and his sales manager, Aaron Habibi, as well as the finance manager, Jalil Hamidi, went out of their way to help us with everything.  As long as you have staff like that at Capitol Hyundai, I'll gladly recommend my friends or family stop by to check out what they have to offer.  This is our second car (our other is a 2012 Sonata Hybrid) and we are extremely happy with both cars.",5,
565,02-Nov-16,"Ninous and the Capitol Hyundai team made my first car buying experience an easy and pleasant one. He was able to quickly find the car I wanted with specs I needed that would fit my lifestyle. Thanks Ninous, Jason and the rest of the team!",5,
566,02-Nov-16,"Working with Montana to test drive a couple cars, discuss my likes and dislikes, and getting the price where I needed it was fabulous. I'd recommend working with him anytime!",5,
567,01-Nov-16,Best dealer I've ever been too. all sales employee's was very kind and helpful. especially Casey Wilson who helped me and my wife find the right car and a affordable to our price range.,5,
568,31-Oct-16,"Very friendly, very helpful. Made my first car-buying experience easy and fun. I was approached in a timely manner and Ruben made sure everything was crystal clear. Thanks for everything!",5,
569,31-Oct-16,Very professional and takes the time and consideration to listen to your needs and what kind of vehicle that YOU want and like. They also work with you in your financial situation.,5,
570,30-Oct-16,Did my research online before going to dealership.  Steven Yee had great reviews on Yelp and I was excited to work with him.  He did not disappoint!!  He listened to what I wanted and delivered in a timely manner.  My daughter loves her new car ~ Thank You!,5,
572,29-Oct-16,Great staff was friendly and professional. Hyundai Capitol provided great service and helped me find a great car for a great price. Thanks so much.,5,
